ward_2022,group,count_2020
Milwaukee - C 0124,vap_white,2141
Milwaukee - C 0125,vap,1488
Milwaukee - C 0125,vap_aian,1
Milwaukee - C 0125,vap_asian,81
Milwaukee - C 0125,vap_black,65
Milwaukee - C 0125,vap_hisp,66
Milwaukee - C 0125,vap_nhpi,0
Milwaukee - C 0125,vap_other,7
Milwaukee - C 0125,vap_two,40
Milwaukee - C 0125,vap_white,1228
Milwaukee - C 0126,vap,2159
Milwaukee - C 0126,vap_aian,0
Milwaukee - C 0126,vap_asian,31
Milwaukee - C 0126,vap_black,9
Milwaukee - C 0126,vap_hisp,125
Milwaukee - C 0126,vap_nhpi,0
Milwaukee - C 0126,vap_other,219
Milwaukee - C 0126,vap_two,19
Milwaukee - C 0126,vap_white,1756
Milwaukee - C 0127,vap,1406
Milwaukee - C 0127,vap_aian,3
Milwaukee - C 0127,vap_asian,53
Milwaukee - C 0127,vap_black,41
Milwaukee - C 0127,vap_hisp,68
Milwaukee - C 0127,vap_nhpi,0
Milwaukee - C 0127,vap_other,15
Milwaukee - C 0127,vap_two,40
Milwaukee - C 0127,vap_white,1186
Milwaukee - C 0128,vap,2055
Milwaukee - C 0128,vap_aian,9
Milwaukee - C 0128,vap_asian,22
Milwaukee - C 0128,vap_black,103
Milwaukee - C 0128,vap_hisp,73
Milwaukee - C 0128,vap_nhpi,0
Milwaukee - C 0128,vap_other,17
Milwaukee - C 0128,vap_two,55
Milwaukee - C 0128,vap_white,1776
Milwaukee - C 0129,vap,1323
Milwaukee - C 0129,vap_aian,4
Milwaukee - C 0129,vap_asian,53
Milwaukee - C 0129,vap_black,73
Milwaukee - C 0129,vap_hisp,96
Milwaukee - C 0129,vap_nhpi,2
Milwaukee - C 0129,vap_other,1
Milwaukee - C 0129,vap_two,47
Milwaukee - C 0129,vap_white,1047
Milwaukee - C 0130,vap,1642
Milwaukee - C 0130,vap_aian,0
Milwaukee - C 0130,vap_asian,126
Milwaukee - C 0130,vap_black,113
Milwaukee - C 0130,vap_hisp,149
Milwaukee - C 0130,vap_nhpi,0
Milwaukee - C 0130,vap_other,11
Milwaukee - C 0130,vap_two,57
Milwaukee - C 0130,vap_white,1186
Milwaukee - C 0131,vap,1995
Milwaukee - C 0131,vap_aian,6
Milwaukee - C 0131,vap_asian,204
Milwaukee - C 0131,vap_black,182
Milwaukee - C 0131,vap_hisp,138
Milwaukee - C 0131,vap_nhpi,3
Milwaukee - C 0131,vap_other,11
Milwaukee - C 0131,vap_two,82
Milwaukee - C 0131,vap_white,1369
Milwaukee - C 0132,vap,1444
Milwaukee - C 0132,vap_aian,3
Milwaukee - C 0132,vap_asian,58
Milwaukee - C 0132,vap_black,85
Milwaukee - C 0132,vap_hisp,110
Milwaukee - C 0132,vap_nhpi,3
Milwaukee - C 0132,vap_other,1
Milwaukee - C 0132,vap_two,49
Milwaukee - C 0132,vap_white,1135
Milwaukee - C 0133,vap,1314
Milwaukee - C 0133,vap_aian,5
Milwaukee - C 0133,vap_asian,24
Milwaukee - C 0133,vap_black,72
Milwaukee - C 0133,vap_hisp,78
Milwaukee - C 0133,vap_nhpi,0
Milwaukee - C 0133,vap_other,57
Milwaukee - C 0133,vap_two,30
Milwaukee - C 0133,vap_white,1048
Milwaukee - C 0134,vap,1384
Milwaukee - C 0134,vap_aian,4
Milwaukee - C 0134,vap_asian,17
Milwaukee - C 0134,vap_black,94
Milwaukee - C 0134,vap_hisp,130
Milwaukee - C 0134,vap_nhpi,1
Milwaukee - C 0134,vap_other,14
Milwaukee - C 0134,vap_two,72
Milwaukee - C 0134,vap_white,1052
Milwaukee - C 0135,vap,2375
Milwaukee - C 0135,vap_aian,9
Milwaukee - C 0135,vap_asian,27
Milwaukee - C 0135,vap_black,629
Milwaukee - C 0135,vap_hisp,304
Milwaukee - C 0135,vap_nhpi,1
Milwaukee - C 0135,vap_other,10
Milwaukee - C 0135,vap_two,98
Milwaukee - C 0135,vap_white,1297
Milwaukee - C 0136,vap,688
Milwaukee - C 0136,vap_aian,0
Milwaukee - C 0136,vap_asian,1
Milwaukee - C 0136,vap_black,451
Milwaukee - C 0136,vap_hisp,104
Milwaukee - C 0136,vap_nhpi,0
Milwaukee - C 0136,vap_other,4
Milwaukee - C 0136,vap_two,19
Milwaukee - C 0136,vap_white,109
Milwaukee - C 0137,vap,942
Milwaukee - C 0137,vap_aian,0
Milwaukee - C 0137,vap_asian,5
Milwaukee - C 0137,vap_black,751
Milwaukee - C 0137,vap_hisp,43
Milwaukee - C 0137,vap_nhpi,1
Milwaukee - C 0137,vap_other,5
Milwaukee - C 0137,vap_two,36
Milwaukee - C 0137,vap_white,101
Milwaukee - C 0138,vap,1001
Milwaukee - C 0138,vap_aian,5
Milwaukee - C 0138,vap_asian,0
Milwaukee - C 0138,vap_black,799
Milwaukee - C 0138,vap_hisp,47
Milwaukee - C 0138,vap_nhpi,0
Milwaukee - C 0138,vap_other,4
Milwaukee - C 0138,vap_two,54
Milwaukee - C 0138,vap_white,92
Milwaukee - C 0139,vap,723
Milwaukee - C 0139,vap_aian,3
Milwaukee - C 0139,vap_asian,4
Milwaukee - C 0139,vap_black,612
Milwaukee - C 0139,vap_hisp,24
Milwaukee - C 0139,vap_nhpi,0
Milwaukee - C 0139,vap_other,12
Milwaukee - C 0139,vap_two,36
Milwaukee - C 0139,vap_white,32
Milwaukee - C 0140,vap,1223
Milwaukee - C 0140,vap_aian,4
Milwaukee - C 0140,vap_asian,9
Milwaukee - C 0140,vap_black,1137
Milwaukee - C 0140,vap_hisp,30
Milwaukee - C 0140,vap_nhpi,0
Milwaukee - C 0140,vap_other,2
Milwaukee - C 0140,vap_two,18
Milwaukee - C 0140,vap_white,23
Milwaukee - C 0141,vap,993
Milwaukee - C 0141,vap_aian,0
Milwaukee - C 0141,vap_asian,52
Milwaukee - C 0141,vap_black,72
Milwaukee - C 0141,vap_hisp,79
Milwaukee - C 0141,vap_nhpi,0
Milwaukee - C 0141,vap_other,6
Milwaukee - C 0141,vap_two,46
Milwaukee - C 0141,vap_white,738
Milwaukee - C 0142,vap,834
Milwaukee - C 0142,vap_aian,1
Milwaukee - C 0142,vap_asian,3
Milwaukee - C 0142,vap_black,734
Milwaukee - C 0142,vap_hisp,18
Milwaukee - C 0142,vap_nhpi,0
Milwaukee - C 0142,vap_other,1
Milwaukee - C 0142,vap_two,30
Milwaukee - C 0142,vap_white,47
Milwaukee - C 0143,vap,1004
Milwaukee - C 0143,vap_aian,4
Milwaukee - C 0143,vap_asian,3
Milwaukee - C 0143,vap_black,896
Milwaukee - C 0143,vap_hisp,17
Milwaukee - C 0143,vap_nhpi,0
Milwaukee - C 0143,vap_other,3
Milwaukee - C 0143,vap_two,24
Milwaukee - C 0143,vap_white,57
Milwaukee - C 0144,vap,1155
Milwaukee - C 0144,vap_aian,3
Milwaukee - C 0144,vap_asian,11
Milwaukee - C 0144,vap_black,1024
Milwaukee - C 0144,vap_hisp,56
Milwaukee - C 0144,vap_nhpi,0
Milwaukee - C 0144,vap_other,7
Milwaukee - C 0144,vap_two,36
Milwaukee - C 0144,vap_white,18
Milwaukee - C 0145,vap,1112
Milwaukee - C 0145,vap_aian,0
Milwaukee - C 0145,vap_asian,32
Milwaukee - C 0145,vap_black,954
Milwaukee - C 0145,vap_hisp,64
Milwaukee - C 0145,vap_nhpi,2
Milwaukee - C 0145,vap_other,2
Milwaukee - C 0145,vap_two,25
Milwaukee - C 0145,vap_white,33
Milwaukee - C 0146,vap,1130
Milwaukee - C 0146,vap_aian,2
Milwaukee - C 0146,vap_asian,244
Milwaukee - C 0146,vap_black,774
Milwaukee - C 0146,vap_hisp,40
Milwaukee - C 0146,vap_nhpi,0
Milwaukee - C 0146,vap_other,9
Milwaukee - C 0146,vap_two,30
Milwaukee - C 0146,vap_white,31
Milwaukee - C 0147,vap,829
Milwaukee - C 0147,vap_aian,0
Milwaukee - C 0147,vap_asian,7
Milwaukee - C 0147,vap_black,716
Milwaukee - C 0147,vap_hisp,34
Milwaukee - C 0147,vap_nhpi,0
Milwaukee - C 0147,vap_other,4
Milwaukee - C 0147,vap_two,24
Milwaukee - C 0147,vap_white,44
Milwaukee - C 0148,vap,793
Milwaukee - C 0148,vap_aian,0
Milwaukee - C 0148,vap_asian,24
Milwaukee - C 0148,vap_black,657
Milwaukee - C 0148,vap_hisp,74
Milwaukee - C 0148,vap_nhpi,1
Milwaukee - C 0148,vap_other,6
Milwaukee - C 0148,vap_two,27
Milwaukee - C 0148,vap_white,4
Milwaukee - C 0149,vap,1047
Milwaukee - C 0149,vap_aian,3
Milwaukee - C 0149,vap_asian,1
Milwaukee - C 0149,vap_black,912
Milwaukee - C 0149,vap_hisp,26
Milwaukee - C 0149,vap_nhpi,0
Milwaukee - C 0149,vap_other,9
Milwaukee - C 0149,vap_two,44
Milwaukee - C 0149,vap_white,52
Milwaukee - C 0150,vap,930
Milwaukee - C 0150,vap_aian,1
Milwaukee - C 0150,vap_asian,14
Milwaukee - C 0150,vap_black,818
Milwaukee - C 0150,vap_hisp,32
Milwaukee - C 0150,vap_nhpi,0
Milwaukee - C 0150,vap_other,4
Milwaukee - C 0150,vap_two,16
Milwaukee - C 0150,vap_white,45
Milwaukee - C 0151,vap,1080
Milwaukee - C 0151,vap_aian,4
Milwaukee - C 0151,vap_asian,69
Milwaukee - C 0151,vap_black,900
Milwaukee - C 0151,vap_hisp,27
Milwaukee - C 0151,vap_nhpi,2
Milwaukee - C 0151,vap_other,7
Milwaukee - C 0151,vap_two,37
Milwaukee - C 0151,vap_white,34
Milwaukee - C 0152,vap,1263
Milwaukee - C 0152,vap_aian,5
Milwaukee - C 0152,vap_asian,50
Milwaukee - C 0152,vap_black,1059
Milwaukee - C 0152,vap_hisp,38
Milwaukee - C 0152,vap_nhpi,0
Milwaukee - C 0152,vap_other,2
Milwaukee - C 0152,vap_two,31
Milwaukee - C 0152,vap_white,78
Milwaukee - C 0153,vap,745
Milwaukee - C 0153,vap_aian,1
Milwaukee - C 0153,vap_asian,22
Milwaukee - C 0153,vap_black,355
Milwaukee - C 0153,vap_hisp,39
Milwaukee - C 0153,vap_nhpi,0
Milwaukee - C 0153,vap_other,1
Milwaukee - C 0153,vap_two,28
Milwaukee - C 0153,vap_white,299
Milwaukee - C 0154,vap,1010
Milwaukee - C 0154,vap_aian,6
Milwaukee - C 0154,vap_asian,31
Milwaukee - C 0154,vap_black,789
Milwaukee - C 0154,vap_hisp,56
Milwaukee - C 0154,vap_nhpi,1
Milwaukee - C 0154,vap_other,5
Milwaukee - C 0154,vap_two,25
Milwaukee - C 0154,vap_white,97
Milwaukee - C 0155,vap,1105
Milwaukee - C 0155,vap_aian,2
Milwaukee - C 0155,vap_asian,29
Milwaukee - C 0155,vap_black,874
Milwaukee - C 0155,vap_hisp,52
Milwaukee - C 0155,vap_nhpi,0
Milwaukee - C 0155,vap_other,2
Milwaukee - C 0155,vap_two,36
Milwaukee - C 0155,vap_white,110
Milwaukee - C 0156,vap,1412
Milwaukee - C 0156,vap_aian,9
Milwaukee - C 0156,vap_asian,79
Milwaukee - C 0156,vap_black,65
Milwaukee - C 0156,vap_hisp,64
Milwaukee - C 0156,vap_nhpi,0
Milwaukee - C 0156,vap_other,3
Milwaukee - C 0156,vap_two,47
Milwaukee - C 0156,vap_white,1145
Milwaukee - C 0157,vap,944
Milwaukee - C 0157,vap_aian,0
Milwaukee - C 0157,vap_asian,16
Milwaukee - C 0157,vap_black,817
Milwaukee - C 0157,vap_hisp,34
Milwaukee - C 0157,vap_nhpi,0
Milwaukee - C 0157,vap_other,5
Milwaukee - C 0157,vap_two,16
Milwaukee - C 0157,vap_white,56
Milwaukee - C 0158,vap,2267
Milwaukee - C 0158,vap_aian,1
Milwaukee - C 0158,vap_asian,307
Milwaukee - C 0158,vap_black,100
Milwaukee - C 0158,vap_hisp,114
Milwaukee - C 0158,vap_nhpi,0
Milwaukee - C 0158,vap_other,20
Milwaukee - C 0158,vap_two,50
Milwaukee - C 0158,vap_white,1675
Milwaukee - C 0159,vap,818
Milwaukee - C 0159,vap_aian,5
Milwaukee - C 0159,vap_asian,11
Milwaukee - C 0159,vap_black,597
Milwaukee - C 0159,vap_hisp,56
Milwaukee - C 0159,vap_nhpi,0
Milwaukee - C 0159,vap_other,2
Milwaukee - C 0159,vap_two,14
Milwaukee - C 0159,vap_white,133
Milwaukee - C 0160,vap,951
Milwaukee - C 0160,vap_aian,1
Milwaukee - C 0160,vap_asian,20
Milwaukee - C 0160,vap_black,515
Milwaukee - C 0160,vap_hisp,62
Milwaukee - C 0160,vap_nhpi,0
Milwaukee - C 0160,vap_other,9
Milwaukee - C 0160,vap_two,30
Milwaukee - C 0160,vap_white,314
Milwaukee - C 0161,vap,1004
Milwaukee - C 0161,vap_aian,6
Milwaukee - C 0161,vap_asian,71
Milwaukee - C 0161,vap_black,399
Milwaukee - C 0161,vap_hisp,78
Milwaukee - C 0161,vap_nhpi,0
Milwaukee - C 0161,vap_other,4
Milwaukee - C 0161,vap_two,52
Milwaukee - C 0161,vap_white,394
Milwaukee - C 0162,vap,2463
Milwaukee - C 0162,vap_aian,0
Milwaukee - C 0162,vap_asian,107
Milwaukee - C 0162,vap_black,165
Milwaukee - C 0162,vap_hisp,152
Milwaukee - C 0162,vap_nhpi,0
Milwaukee - C 0162,vap_other,0
Milwaukee - C 0162,vap_two,86
Milwaukee - C 0162,vap_white,1953
Milwaukee - C 0163,vap,907
Milwaukee - C 0163,vap_aian,5
Milwaukee - C 0163,vap_asian,15
Milwaukee - C 0163,vap_black,159
Milwaukee - C 0163,vap_hisp,55
Milwaukee - C 0163,vap_nhpi,0
Milwaukee - C 0163,vap_other,0
Milwaukee - C 0163,vap_two,37
Milwaukee - C 0163,vap_white,636
Milwaukee - C 0164,vap,2265
Milwaukee - C 0164,vap_aian,7
Milwaukee - C 0164,vap_asian,44
Milwaukee - C 0164,vap_black,250
Milwaukee - C 0164,vap_hisp,155
Milwaukee - C 0164,vap_nhpi,0
Milwaukee - C 0164,vap_other,11
Milwaukee - C 0164,vap_two,68
Milwaukee - C 0164,vap_white,1730
Milwaukee - C 0165,vap,1132
Milwaukee - C 0165,vap_aian,1
Milwaukee - C 0165,vap_asian,112
Milwaukee - C 0165,vap_black,833
Milwaukee - C 0165,vap_hisp,75
Milwaukee - C 0165,vap_nhpi,1
Milwaukee - C 0165,vap_other,7
Milwaukee - C 0165,vap_two,32
Milwaukee - C 0165,vap_white,71
Milwaukee - C 0166,vap,922
Milwaukee - C 0166,vap_aian,6
Milwaukee - C 0166,vap_asian,376
Milwaukee - C 0166,vap_black,459
Milwaukee - C 0166,vap_hisp,30
Milwaukee - C 0166,vap_nhpi,1
Milwaukee - C 0166,vap_other,0
Milwaukee - C 0166,vap_two,12
Milwaukee - C 0166,vap_white,38
Milwaukee - C 0167,vap,582
Milwaukee - C 0167,vap_aian,1
Milwaukee - C 0167,vap_asian,327
Milwaukee - C 0167,vap_black,192
Milwaukee - C 0167,vap_hisp,36
Milwaukee - C 0167,vap_nhpi,0
Milwaukee - C 0167,vap_other,0
Milwaukee - C 0167,vap_two,8
Milwaukee - C 0167,vap_white,18
Milwaukee - C 0168,vap,813
Milwaukee - C 0168,vap_aian,2
Milwaukee - C 0168,vap_asian,124
Milwaukee - C 0168,vap_black,550
Milwaukee - C 0168,vap_hisp,76
Milwaukee - C 0168,vap_nhpi,0
Milwaukee - C 0168,vap_other,1
Milwaukee - C 0168,vap_two,34
Milwaukee - C 0168,vap_white,26
Milwaukee - C 0169,vap,933
Milwaukee - C 0169,vap_aian,3
Milwaukee - C 0169,vap_asian,79
Milwaukee - C 0169,vap_black,699
Milwaukee - C 0169,vap_hisp,100
Milwaukee - C 0169,vap_nhpi,0
Milwaukee - C 0169,vap_other,7
Milwaukee - C 0169,vap_two,29
Milwaukee - C 0169,vap_white,16
Milwaukee - C 0170,vap,1002
Milwaukee - C 0170,vap_aian,2
Milwaukee - C 0170,vap_asian,104
Milwaukee - C 0170,vap_black,777
Milwaukee - C 0170,vap_hisp,49
Milwaukee - C 0170,vap_nhpi,0
Milwaukee - C 0170,vap_other,7
Milwaukee - C 0170,vap_two,28
Milwaukee - C 0170,vap_white,35
Milwaukee - C 0171,vap,925
Milwaukee - C 0171,vap_aian,2
Milwaukee - C 0171,vap_asian,10
Milwaukee - C 0171,vap_black,595
Milwaukee - C 0171,vap_hisp,67
Milwaukee - C 0171,vap_nhpi,0
Milwaukee - C 0171,vap_other,12
Milwaukee - C 0171,vap_two,35
Milwaukee - C 0171,vap_white,204
Milwaukee - C 0172,vap,1262
Milwaukee - C 0172,vap_aian,5
Milwaukee - C 0172,vap_asian,16
Milwaukee - C 0172,vap_black,1030
Milwaukee - C 0172,vap_hisp,57
Milwaukee - C 0172,vap_nhpi,0
Milwaukee - C 0172,vap_other,4
Milwaukee - C 0172,vap_two,44
Milwaukee - C 0172,vap_white,106
Milwaukee - C 0173,vap,2828
Milwaukee - C 0173,vap_aian,6
Milwaukee - C 0173,vap_asian,64
Milwaukee - C 0173,vap_black,421
Milwaukee - C 0173,vap_hisp,258
Milwaukee - C 0173,vap_nhpi,0
Milwaukee - C 0173,vap_other,3
Milwaukee - C 0173,vap_two,104
Milwaukee - C 0173,vap_white,1972
Milwaukee - C 0174,vap,2672
Milwaukee - C 0174,vap_aian,8
Milwaukee - C 0174,vap_asian,103
Milwaukee - C 0174,vap_black,146
Milwaukee - C 0174,vap_hisp,152
Milwaukee - C 0174,vap_nhpi,2
Milwaukee - C 0174,vap_other,2
Milwaukee - C 0174,vap_two,120
Milwaukee - C 0174,vap_white,2139
Milwaukee - C 0175,vap,2776
Milwaukee - C 0175,vap_aian,5
Milwaukee - C 0175,vap_asian,114
Milwaukee - C 0175,vap_black,335
Milwaukee - C 0175,vap_hisp,197
Milwaukee - C 0175,vap_nhpi,0
Milwaukee - C 0175,vap_other,15
Milwaukee - C 0175,vap_two,117
Milwaukee - C 0175,vap_white,1993
Milwaukee - C 0176,vap,2052
Milwaukee - C 0176,vap_aian,0
Milwaukee - C 0176,vap_asian,89
Milwaukee - C 0176,vap_black,135
Milwaukee - C 0176,vap_hisp,128
Milwaukee - C 0176,vap_nhpi,0
Milwaukee - C 0176,vap_other,34
Milwaukee - C 0176,vap_two,58
Milwaukee - C 0176,vap_white,1608
Milwaukee - C 0177,vap,2385
Milwaukee - C 0177,vap_aian,1
Milwaukee - C 0177,vap_asian,118
Milwaukee - C 0177,vap_black,109
Milwaukee - C 0177,vap_hisp,74
Milwaukee - C 0177,vap_nhpi,0
Milwaukee - C 0177,vap_other,14
Milwaukee - C 0177,vap_two,58
Milwaukee - C 0177,vap_white,2011
Milwaukee - C 0178,vap,2087
Milwaukee - C 0178,vap_aian,8
Milwaukee - C 0178,vap_asian,90
Milwaukee - C 0178,vap_black,284
Milwaukee - C 0178,vap_hisp,116
Milwaukee - C 0178,vap_nhpi,0
Milwaukee - C 0178,vap_other,12
Milwaukee - C 0178,vap_two,85
Milwaukee - C 0178,vap_white,1492
Milwaukee - C 0179,vap,1361
Milwaukee - C 0179,vap_aian,0
Milwaukee - C 0179,vap_asian,58
Milwaukee - C 0179,vap_black,66
Milwaukee - C 0179,vap_hisp,101
Milwaukee - C 0179,vap_nhpi,0
Milwaukee - C 0179,vap_other,5
Milwaukee - C 0179,vap_two,38
Milwaukee - C 0179,vap_white,1093
Milwaukee - C 0180,vap,2736
Milwaukee - C 0180,vap_aian,8
Milwaukee - C 0180,vap_asian,133
Milwaukee - C 0180,vap_black,303
Milwaukee - C 0180,vap_hisp,194
Milwaukee - C 0180,vap_nhpi,0
Milwaukee - C 0180,vap_other,45
Milwaukee - C 0180,vap_two,85
Milwaukee - C 0180,vap_white,1968
Milwaukee - C 0181,vap,1742
Milwaukee - C 0181,vap_aian,2
Milwaukee - C 0181,vap_asian,90
Milwaukee - C 0181,vap_black,75
Milwaukee - C 0181,vap_hisp,109
Milwaukee - C 0181,vap_nhpi,1
Milwaukee - C 0181,vap_other,9
Milwaukee - C 0181,vap_two,64
Milwaukee - C 0181,vap_white,1392
Milwaukee - C 0182,vap,1472
Milwaukee - C 0182,vap_aian,0
Milwaukee - C 0182,vap_asian,49
Milwaukee - C 0182,vap_black,45
Milwaukee - C 0182,vap_hisp,75
Milwaukee - C 0182,vap_nhpi,0
Milwaukee - C 0182,vap_other,3
Milwaukee - C 0182,vap_two,32
Milwaukee - C 0182,vap_white,1268
Milwaukee - C 0183,vap,1562
Milwaukee - C 0183,vap_aian,6
Milwaukee - C 0183,vap_asian,77
Milwaukee - C 0183,vap_black,171
Milwaukee - C 0183,vap_hisp,139
Milwaukee - C 0183,vap_nhpi,2
Milwaukee - C 0183,vap_other,6
Milwaukee - C 0183,vap_two,68
Milwaukee - C 0183,vap_white,1093
Milwaukee - C 0184,vap,2166
Milwaukee - C 0184,vap_aian,13
Milwaukee - C 0184,vap_asian,71
Milwaukee - C 0184,vap_black,772
Milwaukee - C 0184,vap_hisp,152
Milwaukee - C 0184,vap_nhpi,0
Milwaukee - C 0184,vap_other,7
Milwaukee - C 0184,vap_two,38
Milwaukee - C 0184,vap_white,1113
Milwaukee - C 0185,vap,954
Milwaukee - C 0185,vap_aian,4
Milwaukee - C 0185,vap_asian,62
Milwaukee - C 0185,vap_black,119
Milwaukee - C 0185,vap_hisp,86
Milwaukee - C 0185,vap_nhpi,0
Milwaukee - C 0185,vap_other,18
Milwaukee - C 0185,vap_two,47
Milwaukee - C 0185,vap_white,618
Milwaukee - C 0186,vap,2544
Milwaukee - C 0186,vap_aian,7
Milwaukee - C 0186,vap_asian,215
Milwaukee - C 0186,vap_black,163
Milwaukee - C 0186,vap_hisp,254
Milwaukee - C 0186,vap_nhpi,0
Milwaukee - C 0186,vap_other,5
Milwaukee - C 0186,vap_two,78
Milwaukee - C 0186,vap_white,1822
Milwaukee - C 0187,vap,3641
Milwaukee - C 0187,vap_aian,5
Milwaukee - C 0187,vap_asian,302
Milwaukee - C 0187,vap_black,234
Milwaukee - C 0187,vap_hisp,341
Milwaukee - C 0187,vap_nhpi,7
Milwaukee - C 0187,vap_other,24
Milwaukee - C 0187,vap_two,122
Milwaukee - C 0187,vap_white,2606
Milwaukee - C 0188,vap,1234
Milwaukee - C 0188,vap_aian,11
Milwaukee - C 0188,vap_asian,75
Milwaukee - C 0188,vap_black,844
Milwaukee - C 0188,vap_hisp,124
Milwaukee - C 0188,vap_nhpi,0
Milwaukee - C 0188,vap_other,3
Milwaukee - C 0188,vap_two,34
Milwaukee - C 0188,vap_white,143
Milwaukee - C 0189,vap,1102
Milwaukee - C 0189,vap_aian,3
Milwaukee - C 0189,vap_asian,208
Milwaukee - C 0189,vap_black,554
Milwaukee - C 0189,vap_hisp,106
Milwaukee - C 0189,vap_nhpi,0
Milwaukee - C 0189,vap_other,0
Milwaukee - C 0189,vap_two,47
Milwaukee - C 0189,vap_white,184
Milwaukee - C 0190,vap,1169
Milwaukee - C 0190,vap_aian,5
Milwaukee - C 0190,vap_asian,78
Milwaukee - C 0190,vap_black,578
Milwaukee - C 0190,vap_hisp,117
Milwaukee - C 0190,vap_nhpi,1
Milwaukee - C 0190,vap_other,5
Milwaukee - C 0190,vap_two,28
Milwaukee - C 0190,vap_white,357
Milwaukee - C 0191,vap,849
Milwaukee - C 0191,vap_aian,5
Milwaukee - C 0191,vap_asian,28
Milwaukee - C 0191,vap_black,604
Milwaukee - C 0191,vap_hisp,86
Milwaukee - C 0191,vap_nhpi,0
Milwaukee - C 0191,vap_other,3
Milwaukee - C 0191,vap_two,26
Milwaukee - C 0191,vap_white,97
Milwaukee - C 0192,vap,657
Milwaukee - C 0192,vap_aian,8
Milwaukee - C 0192,vap_asian,42
Milwaukee - C 0192,vap_black,261
Milwaukee - C 0192,vap_hisp,93
Milwaukee - C 0192,vap_nhpi,1
Milwaukee - C 0192,vap_other,10
Milwaukee - C 0192,vap_two,31
Milwaukee - C 0192,vap_white,211
Milwaukee - C 0193,vap,1899
Milwaukee - C 0193,vap_aian,6
Milwaukee - C 0193,vap_asian,132
Milwaukee - C 0193,vap_black,1096
Milwaukee - C 0193,vap_hisp,315
Milwaukee - C 0193,vap_nhpi,1
Milwaukee - C 0193,vap_other,11
Milwaukee - C 0193,vap_two,81
Milwaukee - C 0193,vap_white,257
Milwaukee - C 0194,vap,1775
Milwaukee - C 0194,vap_aian,34
Milwaukee - C 0194,vap_asian,22
Milwaukee - C 0194,vap_black,1068
Milwaukee - C 0194,vap_hisp,235
Milwaukee - C 0194,vap_nhpi,2
Milwaukee - C 0194,vap_other,9
Milwaukee - C 0194,vap_two,64
Milwaukee - C 0194,vap_white,341
Milwaukee - C 0195,vap,1276
Milwaukee - C 0195,vap_aian,6
Milwaukee - C 0195,vap_asian,13
Milwaukee - C 0195,vap_black,899
Milwaukee - C 0195,vap_hisp,66
Milwaukee - C 0195,vap_nhpi,0
Milwaukee - C 0195,vap_other,4
Milwaukee - C 0195,vap_two,30
Milwaukee - C 0195,vap_white,258
Milwaukee - C 0196,vap,583
Milwaukee - C 0196,vap_aian,0
Milwaukee - C 0196,vap_asian,50
Milwaukee - C 0196,vap_black,362
Milwaukee - C 0196,vap_hisp,30
Milwaukee - C 0196,vap_nhpi,0
Milwaukee - C 0196,vap_other,0
Milwaukee - C 0196,vap_two,12
Milwaukee - C 0196,vap_white,129
Milwaukee - C 0197,vap,795
Milwaukee - C 0197,vap_aian,0
Milwaukee - C 0197,vap_asian,96
Milwaukee - C 0197,vap_black,418
Milwaukee - C 0197,vap_hisp,101
Milwaukee - C 0197,vap_nhpi,0
Milwaukee - C 0197,vap_other,6
Milwaukee - C 0197,vap_two,29
Milwaukee - C 0197,vap_white,145
Milwaukee - C 0198,vap,1215
Milwaukee - C 0198,vap_aian,10
Milwaukee - C 0198,vap_asian,87
Milwaukee - C 0198,vap_black,406
Milwaukee - C 0198,vap_hisp,110
Milwaukee - C 0198,vap_nhpi,0
Milwaukee - C 0198,vap_other,6
Milwaukee - C 0198,vap_two,74
Milwaukee - C 0198,vap_white,522
Milwaukee - C 0199,vap,2030
Milwaukee - C 0199,vap_aian,13
Milwaukee - C 0199,vap_asian,44
Milwaukee - C 0199,vap_black,288
Milwaukee - C 0199,vap_hisp,137
Milwaukee - C 0199,vap_nhpi,0
Milwaukee - C 0199,vap_other,7
Milwaukee - C 0199,vap_two,79
Milwaukee - C 0199,vap_white,1462
Milwaukee - C 0200,vap,1005
Milwaukee - C 0200,vap_aian,12
Milwaukee - C 0200,vap_asian,31
Milwaukee - C 0200,vap_black,90
Milwaukee - C 0200,vap_hisp,51
Milwaukee - C 0200,vap_nhpi,0
Milwaukee - C 0200,vap_other,3
Milwaukee - C 0200,vap_two,32
Milwaukee - C 0200,vap_white,786
Milwaukee - C 0201,vap,819
Milwaukee - C 0201,vap_aian,1
Milwaukee - C 0201,vap_asian,21
Milwaukee - C 0201,vap_black,44
Milwaukee - C 0201,vap_hisp,53
Milwaukee - C 0201,vap_nhpi,0
Milwaukee - C 0201,vap_other,5
Milwaukee - C 0201,vap_two,30
Milwaukee - C 0201,vap_white,665
Milwaukee - C 0202,vap,1115
Milwaukee - C 0202,vap_aian,9
Milwaukee - C 0202,vap_asian,10
Milwaukee - C 0202,vap_black,92
Milwaukee - C 0202,vap_hisp,143
Milwaukee - C 0202,vap_nhpi,0
Milwaukee - C 0202,vap_other,3
Milwaukee - C 0202,vap_two,36
Milwaukee - C 0202,vap_white,822
Milwaukee - C 0203,vap,1195
Milwaukee - C 0203,vap_aian,16
Milwaukee - C 0203,vap_asian,28
Milwaukee - C 0203,vap_black,108
Milwaukee - C 0203,vap_hisp,108
Milwaukee - C 0203,vap_nhpi,1
Milwaukee - C 0203,vap_other,2
