ward_2002,group,count_2000,est_2002,est_2004,est_2006,est_2008,count_2010
Franklin - C 14,vap_two,8,8.6,9.2,9.8,10.4,11
Franklin - C 14,vap_white,819,802,785,768,751,734
Franklin - C 15,vap,1009,1035.4,1061.8,1088.2,1114.6,1141
Franklin - C 15,vap_aian,2,2.2,2.4,2.6,2.8,3
Franklin - C 15,vap_asian,30,36.6,43.2,49.8,56.400000000000006,63
Franklin - C 15,vap_black,5,6.2,7.4,8.6,9.8,11
Franklin - C 15,vap_hisp,25,29.4,33.8,38.2,42.6,47
Franklin - C 15,vap_nhpi,0,0,0,0,0,0
Franklin - C 15,vap_other,6,5.2,4.4,3.6,2.8,2
Franklin - C 15,vap_two,4,5.4,6.800000000000001,8.2,9.600000000000001,11
Franklin - C 15,vap_white,937,950.4,963.8,977.2,990.6,1004
Franklin - C 16,vap,786,930,1074,1218,1362,1506
Franklin - C 16,vap_aian,1,1.6,2.2,2.8,3.4000000000000004,4
Franklin - C 16,vap_asian,7,21.200000000000003,35.400000000000006,49.6,63.800000000000004,78
Franklin - C 16,vap_black,3,5.6,8.2,10.8,13.4,16
Franklin - C 16,vap_hisp,10,16.6,23.200000000000003,29.8,36.400000000000006,43
Franklin - C 16,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Franklin - C 16,vap_other,0,0,0,0,0,0
Franklin - C 16,vap_two,4,6.6,9.2,11.8,14.4,17
Franklin - C 16,vap_white,760,877.6,995.2,1112.8,1230.4,1348
Franklin - C 17,vap,990,1065.2,1140.4,1215.6,1290.8,1366
Franklin - C 17,vap_aian,1,1,1,1,1,1
Franklin - C 17,vap_asian,33,44.8,56.6,68.4,80.2,92
Franklin - C 17,vap_black,8,11.2,14.4,17.6,20.8,24
Franklin - C 17,vap_hisp,24,26.4,28.8,31.2,33.6,36
Franklin - C 17,vap_nhpi,0,0,0,0,0,0
Franklin - C 17,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Franklin - C 17,vap_two,11,10.8,10.6,10.4,10.2,10
Franklin - C 17,vap_white,913,970.4,1027.8,1085.2,1142.6,1200
Franklin - C 18,vap,863,896,929,962,995,1028
Franklin - C 18,vap_aian,0,0,0,0,0,0
Franklin - C 18,vap_asian,11,26.8,42.6,58.4,74.2,90
Franklin - C 18,vap_black,0,1,2,3,4,5
Franklin - C 18,vap_hisp,17,19,21,23,25,27
Franklin - C 18,vap_nhpi,0,0,0,0,0,0
Franklin - C 18,vap_other,0,0,0,0,0,0
Franklin - C 18,vap_two,10,9,8,7,6,5
Franklin - C 18,vap_white,825,840.2,855.4,870.6,885.8,901
Franklin - C 19,vap,750,750.8,751.6,752.4,753.2,754
Franklin - C 19,vap_aian,0,0.8,1.6,2.4,3.2,4
Franklin - C 19,vap_asian,12,13.2,14.4,15.6,16.8,18
Franklin - C 19,vap_black,2,2.4,2.8,3.2,3.6,4
Franklin - C 19,vap_hisp,15,18.6,22.2,25.799999999999997,29.4,33
Franklin - C 19,vap_nhpi,3,2.8,2.6,2.4,2.2,2
Franklin - C 19,vap_other,0,0,0,0,0,0
Franklin - C 19,vap_two,2,2.2,2.4,2.6,2.8,3
Franklin - C 19,vap_white,716,710.8,705.6,700.4,695.2,690
Franklin - C 2,vap,919,982.4,1045.8,1109.2,1172.6,1236
Franklin - C 2,vap_aian,7,6.8,6.6,6.4,6.2,6
Franklin - C 2,vap_asian,11,12.8,14.6,16.4,18.2,20
Franklin - C 2,vap_black,6,6.6,7.2,7.8,8.4,9
Franklin - C 2,vap_hisp,14,18.6,23.200000000000003,27.799999999999997,32.400000000000006,37
Franklin - C 2,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Franklin - C 2,vap_other,0,0,0,0,0,0
Franklin - C 2,vap_two,4,4.4,4.8,5.2,5.6,6
Franklin - C 2,vap_white,877,933,989,1045,1101,1157
Franklin - C 20,vap,900,964.8,1029.6,1094.4,1159.2,1224
Franklin - C 20,vap_aian,1,1.4,1.8,2.2,2.6,3
Franklin - C 20,vap_asian,15,26.8,38.6,50.4,62.2,74
Franklin - C 20,vap_black,8,10.4,12.8,15.2,17.6,20
Franklin - C 20,vap_hisp,14,17,20,23,26,29
Franklin - C 20,vap_nhpi,0,0,0,0,0,0
Franklin - C 20,vap_other,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Franklin - C 20,vap_two,6,5.8,5.6,5.4,5.2,5
Franklin - C 20,vap_white,856,902.8,949.6,996.4,1043.2,1090
Franklin - C 21,vap,859,963.6,1068.2,1172.8,1277.4,1382
Franklin - C 21,vap_aian,7,6.2,5.4,4.6,3.8,3
Franklin - C 21,vap_asian,2,9.2,16.4,23.599999999999998,30.8,38
Franklin - C 21,vap_black,2,3.6,5.2,6.8,8.4,10
Franklin - C 21,vap_hisp,21,28.2,35.4,42.599999999999994,49.8,57
Franklin - C 21,vap_nhpi,0,0,0,0,0,0
Franklin - C 21,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Franklin - C 21,vap_two,2,3.2,4.4,5.6,6.800000000000001,8
Franklin - C 21,vap_white,824,912.4,1000.8,1089.2,1177.6,1266
Franklin - C 22,vap,664,670,676,682,688,694
Franklin - C 22,vap_aian,4,4,4,4,4,4
Franklin - C 22,vap_asian,6,5.4,4.8,4.2,3.5999999999999996,3
Franklin - C 22,vap_black,1,1.6,2.2,2.8,3.4000000000000004,4
Franklin - C 22,vap_hisp,6,8.4,10.8,13.2,15.600000000000001,18
Franklin - C 22,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Franklin - C 22,vap_other,0,0,0,0,0,0
Franklin - C 22,vap_two,1,0.8,0.6,0.4,0.19999999999999996,0
Franklin - C 22,vap_white,646,649.4,652.8,656.2,659.6,663
Franklin - C 23,vap,929,937.2,945.4,953.6,961.8,970
Franklin - C 23,vap_aian,3,3.4,3.8,4.2,4.6,5
Franklin - C 23,vap_asian,6,8.6,11.2,13.8,16.4,19
Franklin - C 23,vap_black,0,0.2,0.4,0.6,0.8,1
Franklin - C 23,vap_hisp,19,20,21,22,23,24
Franklin - C 23,vap_nhpi,0,0,0,0,0,0
Franklin - C 23,vap_other,0,0.2,0.4,0.6,0.8,1
Franklin - C 23,vap_two,2,2,2,2,2,2
Franklin - C 23,vap_white,899,902.8,906.6,910.4,914.2,918
Franklin - C 24,vap,1565,1620.8,1676.6,1732.4,1788.2,1844
Franklin - C 24,vap_aian,6,6.6,7.2,7.8,8.4,9
Franklin - C 24,vap_asian,26,36,46,56,66,76
Franklin - C 24,vap_black,13,16.2,19.4,22.6,25.8,29
Franklin - C 24,vap_hisp,39,46.2,53.4,60.599999999999994,67.8,75
Franklin - C 24,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Franklin - C 24,vap_other,0,0.2,0.4,0.6,0.8,1
Franklin - C 24,vap_two,14,14.6,15.2,15.8,16.4,17
Franklin - C 24,vap_white,1467,1500.8,1534.6,1568.4,1602.2,1636
Franklin - C 3,vap,699,795.2,891.4,987.5999999999999,1083.8,1180
Franklin - C 3,vap_aian,0,0.2,0.4,0.6,0.8,1
Franklin - C 3,vap_asian,14,14.2,14.4,14.6,14.8,15
Franklin - C 3,vap_black,6,5.8,5.6,5.4,5.2,5
Franklin - C 3,vap_hisp,17,19.6,22.2,24.8,27.4,30
Franklin - C 3,vap_nhpi,0,0,0,0,0,0
Franklin - C 3,vap_other,0,0.2,0.4,0.6,0.8,1
Franklin - C 3,vap_two,1,1.6,2.2,2.8,3.4000000000000004,4
Franklin - C 3,vap_white,661,753.6,846.2,938.8,1031.4,1124
Franklin - C 4,vap,835,867.8,900.6,933.4,966.2,999
Franklin - C 4,vap_aian,0,0.8,1.6,2.4,3.2,4
Franklin - C 4,vap_asian,11,13.6,16.2,18.8,21.4,24
Franklin - C 4,vap_black,4,5,6,7,8,9
Franklin - C 4,vap_hisp,7,8,9,10,11,12
Franklin - C 4,vap_nhpi,0,0,0,0,0,0
Franklin - C 4,vap_other,0,0.2,0.4,0.6,0.8,1
Franklin - C 4,vap_two,0,1,2,3,4,5
Franklin - C 4,vap_white,813,839.2,865.4,891.6,917.8,944
Franklin - C 5,vap,1121,1115.2,1109.4,1103.6,1097.8,1092
Franklin - C 5,vap_aian,2,1.8,1.6,1.4,1.2,1
Franklin - C 5,vap_asian,11,13.8,16.6,19.4,22.200000000000003,25
Franklin - C 5,vap_black,5,6.4,7.800000000000001,9.2,10.600000000000001,12
Franklin - C 5,vap_hisp,21,28.2,35.4,42.599999999999994,49.8,57
Franklin - C 5,vap_nhpi,0,0,0,0,0,0
Franklin - C 5,vap_other,0,0.2,0.4,0.6,0.8,1
Franklin - C 5,vap_two,5,5.6,6.2,6.8,7.4,8
Franklin - C 5,vap_white,1077,1059.2,1041.4,1023.6,1005.8,988
Franklin - C 6,vap,770,778.8,787.6,796.4,805.2,814
Franklin - C 6,vap_aian,1,1.2,1.4,1.6,1.8,2
Franklin - C 6,vap_asian,6,6.8,7.6,8.4,9.2,10
Franklin - C 6,vap_black,1,2,3,4,5,6
Franklin - C 6,vap_hisp,19,19.2,19.4,19.6,19.8,20
Franklin - C 6,vap_nhpi,0,0,0,0,0,0
Franklin - C 6,vap_other,0,0,0,0,0,0
Franklin - C 6,vap_two,5,4.8,4.6,4.4,4.2,4
Franklin - C 6,vap_white,738,744.8,751.6,758.4,765.2,772
Franklin - C 7,vap,653,709.4,765.8,822.2,878.6,935
Franklin - C 7,vap_aian,2,1.8,1.6,1.4,1.2,1
Franklin - C 7,vap_asian,3,14.4,25.8,37.199999999999996,48.6,60
Franklin - C 7,vap_black,5,8,11,14,17,20
Franklin - C 7,vap_hisp,6,7.2,8.4,9.6,10.8,12
Franklin - C 7,vap_nhpi,0,0,0,0,0,0
Franklin - C 7,vap_other,0,0,0,0,0,0
Franklin - C 7,vap_two,4,4.2,4.4,4.6,4.8,5
Franklin - C 7,vap_white,633,673.8,714.6,755.4,796.2,837
Franklin - C 8,vap,1166,1167.2,1168.4,1169.6,1170.8,1172
Franklin - C 8,vap_aian,2,2,2,2,2,2
Franklin - C 8,vap_asian,12,13.6,15.2,16.8,18.4,20
Franklin - C 8,vap_black,10,10.4,10.8,11.2,11.6,12
Franklin - C 8,vap_hisp,13,16,19,22,25,28
Franklin - C 8,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Franklin - C 8,vap_other,0,0,0,0,0,0
Franklin - C 8,vap_two,1,1.4,1.8,2.2,2.6,3
Franklin - C 8,vap_white,1127,1123,1119,1115,1111,1107
Franklin - C 9,vap,1186,1318.4,1450.8,1583.2,1715.6,1848
Franklin - C 9,vap_aian,5,6.2,7.4,8.6,9.8,11
Franklin - C 9,vap_asian,66,99,132,165,198,231
Franklin - C 9,vap_black,15,18.2,21.4,24.6,27.8,31
Franklin - C 9,vap_hisp,48,57.2,66.4,75.6,84.80000000000001,94
Franklin - C 9,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Franklin - C 9,vap_other,0,0.2,0.4,0.6,0.8,1
Franklin - C 9,vap_two,5,8.2,11.4,14.6,17.8,21
Franklin - C 9,vap_white,1045,1127.8,1210.6,1293.4,1376.2,1459
Glendale - C 1,vap,1210,1147.4,1084.8,1022.2,959.6,897
Glendale - C 1,vap_aian,6,4.8,3.5999999999999996,2.4000000000000004,1.1999999999999993,0
Glendale - C 1,vap_asian,45,41.4,37.8,34.2,30.6,27
Glendale - C 1,vap_black,65,70.2,75.4,80.6,85.8,91
Glendale - C 1,vap_hisp,22,26.4,30.8,35.2,39.6,44
Glendale - C 1,vap_nhpi,0,0,0,0,0,0
Glendale - C 1,vap_other,0,0,0,0,0,0
Glendale - C 1,vap_two,11,12.2,13.4,14.6,15.8,17
Glendale - C 1,vap_white,1061,992.4,923.8,855.2,786.5999999999999,718
Glendale - C 10,vap,727,714,701,688,675,662
Glendale - C 10,vap_aian,1,1.2,1.4,1.6,1.8,2
Glendale - C 10,vap_asian,16,16.6,17.2,17.8,18.4,19
Glendale - C 10,vap_black,41,43.8,46.6,49.4,52.2,55
Glendale - C 10,vap_hisp,6,7,8,9,10,11
Glendale - C 10,vap_nhpi,0,0,0,0,0,0
Glendale - C 10,vap_other,0,0.4,0.8,1.2,1.6,2
Glendale - C 10,vap_two,5,5,5,5,5,5
Glendale - C 10,vap_white,658,640,622,604,586,568
Glendale - C 11,vap,843,840.2,837.4,834.6,831.8,829
Glendale - C 11,vap_aian,1,0.8,0.6,0.4,0.19999999999999996,0
Glendale - C 11,vap_asian,27,26.6,26.2,25.8,25.4,25
Glendale - C 11,vap_black,70,73.8,77.6,81.4,85.2,89
Glendale - C 11,vap_hisp,8,9,10,11,12,13
Glendale - C 11,vap_nhpi,0,0,0,0,0,0
Glendale - C 11,vap_other,3,2.8,2.6,2.4,2.2,2
Glendale - C 11,vap_two,3,4.8,6.6,8.399999999999999,10.2,12
Glendale - C 11,vap_white,731,722.4,713.8,705.2,696.6,688
Glendale - C 12,vap,1026,1039.4,1052.8,1066.2,1079.6,1093
Glendale - C 12,vap_aian,3,3.8,4.6,5.4,6.2,7
Glendale - C 12,vap_asian,34,36,38,40,42,44
Glendale - C 12,vap_black,113,136.8,160.6,184.39999999999998,208.2,232
Glendale - C 12,vap_hisp,22,23,24,25,26,27
Glendale - C 12,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Glendale - C 12,vap_other,0,0,0,0,0,0
Glendale - C 12,vap_two,2,5.2,8.4,11.6,14.8,18
Glendale - C 12,vap_white,852,834.4,816.8,799.2,781.6,764
Glendale - C 2,vap,1388,1366.2,1344.4,1322.6,1300.8,1279
Glendale - C 2,vap_aian,1,1,1,1,1,1
Glendale - C 2,vap_asian,17,17.4,17.8,18.2,18.6,19
Glendale - C 2,vap_black,157,182.4,207.8,233.2,258.6,284
Glendale - C 2,vap_hisp,12,15.2,18.4,21.6,24.8,28
Glendale - C 2,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Glendale - C 2,vap_other,0,0.4,0.8,1.2,1.6,2
Glendale - C 2,vap_two,9,9.4,9.8,10.2,10.6,11
Glendale - C 2,vap_white,1191,1139.6,1088.2,1036.8,985.4,934
Glendale - C 3,vap,612,616.4,620.8,625.2,629.6,634
Glendale - C 3,vap_aian,1,1,1,1,1,1
Glendale - C 3,vap_asian,18,18,18,18,18,18
Glendale - C 3,vap_black,24,24.8,25.6,26.4,27.2,28
Glendale - C 3,vap_hisp,9,9.2,9.4,9.6,9.8,10
Glendale - C 3,vap_nhpi,1,1,1,1,1,1
Glendale - C 3,vap_other,1,1,1,1,1,1
Glendale - C 3,vap_two,4,4,4,4,4,4
Glendale - C 3,vap_white,554,557.4,560.8,564.2,567.6,571
Glendale - C 4,vap,908,901,894,887,880,873
Glendale - C 4,vap_aian,2,1.6,1.2,0.8,0.3999999999999999,0
Glendale - C 4,vap_asian,30,31,32,33,34,35
Glendale - C 4,vap_black,56,63.8,71.6,79.4,87.2,95
Glendale - C 4,vap_hisp,5,7.800000000000001,10.600000000000001,13.4,16.200000000000003,19
Glendale - C 4,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Glendale - C 4,vap_other,0,1,2,3,4,5
Glendale - C 4,vap_two,6,5.2,4.4,3.6,2.8,2
Glendale - C 4,vap_white,809,790.4,771.8,753.2,734.6,716
Glendale - C 5,vap,844,834.8,825.6,816.4,807.2,798
Glendale - C 5,vap_aian,1,1,1,1,1,1
Glendale - C 5,vap_asian,29,27,25,23,21,19
Glendale - C 5,vap_black,46,49.8,53.6,57.4,61.2,65
Glendale - C 5,vap_hisp,12,14.8,17.6,20.4,23.200000000000003,26
Glendale - C 5,vap_nhpi,0,0,0,0,0,0
Glendale - C 5,vap_other,0,0.2,0.4,0.6,0.8,1
Glendale - C 5,vap_two,9,8,7,6,5,4
Glendale - C 5,vap_white,747,734,721,708,695,682
Glendale - C 6,vap,814,826,838,850,862,874
Glendale - C 6,vap_aian,3,2.8,2.6,2.4,2.2,2
Glendale - C 6,vap_asian,10,9.8,9.6,9.4,9.2,9
Glendale - C 6,vap_black,99,123.8,148.6,173.39999999999998,198.2,223
Glendale - C 6,vap_hisp,10,13.6,17.2,20.799999999999997,24.4,28
Glendale - C 6,vap_nhpi,0,0,0,0,0,0
Glendale - C 6,vap_other,0,0.4,0.8,1.2,1.6,2
Glendale - C 6,vap_two,7,8,9,10,11,12
Glendale - C 6,vap_white,685,667.6,650.2,632.8,615.4,598
Glendale - C 7,vap,605,629.6,654.2,678.8,703.4,728
Glendale - C 7,vap_aian,0,0,0,0,0,0
Glendale - C 7,vap_asian,3,10.600000000000001,18.200000000000003,25.8,33.400000000000006,41
Glendale - C 7,vap_black,28,31.8,35.6,39.4,43.2,47
Glendale - C 7,vap_hisp,8,9.8,11.6,13.399999999999999,15.2,17
Glendale - C 7,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Glendale - C 7,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Glendale - C 7,vap_two,8,9,10,11,12,13
Glendale - C 7,vap_white,557,567.4,577.8,588.2,598.6,609
Glendale - C 8,vap,638,634.6,631.2,627.8,624.4,621
Glendale - C 8,vap_aian,0,0.2,0.4,0.6,0.8,1
Glendale - C 8,vap_asian,8,8.8,9.6,10.4,11.2,12
Glendale - C 8,vap_black,39,43.8,48.6,53.4,58.2,63
Glendale - C 8,vap_hisp,2,4.2,6.4,8.6,10.8,13
Glendale - C 8,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Glendale - C 8,vap_other,0,0,0,0,0,0
Glendale - C 8,vap_two,2,1.8,1.6,1.4,1.2,1
Glendale - C 8,vap_white,587,575.4,563.8,552.2,540.6,529
Glendale - C 9,vap,1162,1164.8,1167.6,1170.4,1173.2,1176
Glendale - C 9,vap_aian,3,3.2,3.4,3.6,3.8,4
Glendale - C 9,vap_asian,34,37.8,41.6,45.4,49.2,53
Glendale - C 9,vap_black,92,94,96,98,100,102
Glendale - C 9,vap_hisp,25,27.8,30.6,33.4,36.2,39
Glendale - C 9,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Glendale - C 9,vap_other,0,0,0,0,0,0
Glendale - C 9,vap_two,8,10.2,12.4,14.6,16.8,19
Glendale - C 9,vap_white,1000,991.6,983.2,974.8,966.4,958
Greendale - V 1,vap,928,920.2,912.4,904.6,896.8,889
Greendale - V 1,vap_aian,0,0,0,0,0,0
Greendale - V 1,vap_asian,38,37.6,37.2,36.8,36.4,36
Greendale - V 1,vap_black,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Greendale - V 1,vap_hisp,20,18.6,17.2,15.8,14.399999999999999,13
Greendale - V 1,vap_nhpi,0,0,0,0,0,0
Greendale - V 1,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Greendale - V 1,vap_two,4,4,4,4,4,4
Greendale - V 1,vap_white,862,856.8,851.6,846.4,841.2,836
Greendale - V 10,vap,1106,1101.6,1097.2,1092.8,1088.4,1084
Greendale - V 10,vap_aian,2,2.2,2.4,2.6,2.8,3
Greendale - V 10,vap_asian,16,18.8,21.6,24.4,27.200000000000003,30
Greendale - V 10,vap_black,5,4.4,3.8,3.2,2.5999999999999996,2
Greendale - V 10,vap_hisp,15,15.4,15.8,16.2,16.6,17
Greendale - V 10,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Greendale - V 10,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Greendale - V 10,vap_two,3,3.8,4.6,5.4,6.2,7
Greendale - V 10,vap_white,1063,1055.4,1047.8,1040.2,1032.6,1025
Greendale - V 2,vap,960,957.2,954.4,951.6,948.8,946
Greendale - V 2,vap_aian,0,0.4,0.8,1.2,1.6,2
Greendale - V 2,vap_asian,42,46.4,50.8,55.2,59.6,64
Greendale - V 2,vap_black,0,1.4000000000000001,2.8000000000000003,4.2,5.6000000000000005,7
Greendale - V 2,vap_hisp,15,16,17,18,19,20
Greendale - V 2,vap_nhpi,0,0,0,0,0,0
Greendale - V 2,vap_other,0,0,0,0,0,0
Greendale - V 2,vap_two,3,4,5,6,7,8
Greendale - V 2,vap_white,900,889,878,867,856,845
Greendale - V 3,vap,1324,1318,1312,1306,1300,1294
Greendale - V 3,vap_aian,3,4.2,5.4,6.6,7.800000000000001,9
Greendale - V 3,vap_asian,5,11,17,23,29,35
Greendale - V 3,vap_black,2,4,6,8,10,12
Greendale - V 3,vap_hisp,22,28.6,35.2,41.8,48.400000000000006,55
Greendale - V 3,vap_nhpi,0,0,0,0,0,0
Greendale - V 3,vap_other,0,0,0,0,0,0
Greendale - V 3,vap_two,10,9.8,9.6,9.4,9.2,9
Greendale - V 3,vap_white,1282,1260.4,1238.8,1217.2,1195.6,1174
Greendale - V 4,vap,1286,1284.6,1283.2,1281.8,1280.4,1279
Greendale - V 4,vap_aian,0,0.2,0.4,0.6,0.8,1
Greendale - V 4,vap_asian,10,13.4,16.8,20.2,23.6,27
Greendale - V 4,vap_black,2,3.8,5.6,7.3999999999999995,9.2,11
Greendale - V 4,vap_hisp,28,31.2,34.4,37.6,40.8,44
Greendale - V 4,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Greendale - V 4,vap_other,0,0.2,0.4,0.6,0.8,1
Greendale - V 4,vap_two,1,2.8,4.6,6.3999999999999995,8.2,10
Greendale - V 4,vap_white,1245,1232.8,1220.6,1208.4,1196.2,1184
Greendale - V 5,vap,1108,1102.6,1097.2,1091.8,1086.4,1081
Greendale - V 5,vap_aian,0,0.2,0.4,0.6,0.8,1
Greendale - V 5,vap_asian,17,15.6,14.2,12.8,11.399999999999999,10
Greendale - V 5,vap_black,2,4,6,8,10,12
Greendale - V 5,vap_hisp,19,21.2,23.4,25.6,27.8,30
Greendale - V 5,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Greendale - V 5,vap_other,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Greendale - V 5,vap_two,2,1.8,1.6,1.4,1.2,1
Greendale - V 5,vap_white,1065,1057.2,1049.4,1041.6,1033.8,1026
Greendale - V 6,vap,978,977,976,975,974,973
Greendale - V 6,vap_aian,5,5,5,5,5,5
Greendale - V 6,vap_asian,18,21.8,25.6,29.4,33.2,37
Greendale - V 6,vap_black,1,3,5,7,9,11
Greendale - V 6,vap_hisp,31,34.2,37.4,40.6,43.8,47
Greendale - V 6,vap_nhpi,0,0,0,0,0,0
Greendale - V 6,vap_other,0,0.2,0.4,0.6,0.8,1
Greendale - V 6,vap_two,6,5.8,5.6,5.4,5.2,5
Greendale - V 6,vap_white,917,907,897,887,877,867
Greendale - V 7,vap,934,933.4,932.8,932.2,931.6,931
Greendale - V 7,vap_aian,1,0.8,0.6,0.4,0.19999999999999996,0
Greendale - V 7,vap_asian,11,12.6,14.2,15.8,17.4,19
Greendale - V 7,vap_black,1,0.8,0.6,0.4,0.19999999999999996,0
Greendale - V 7,vap_hisp,14,18.6,23.200000000000003,27.799999999999997,32.400000000000006,37
Greendale - V 7,vap_nhpi,0,0,0,0,0,0
Greendale - V 7,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Greendale - V 7,vap_two,1,1.4,1.8,2.2,2.6,3
Greendale - V 7,vap_white,904,897.6,891.2,884.8,878.4,872
Greendale - V 8,vap,1246,1235.2,1224.4,1213.6,1202.8,1192
Greendale - V 8,vap_aian,2,2.2,2.4,2.6,2.8,3
Greendale - V 8,vap_asian,44,43.6,43.2,42.8,42.4,42
Greendale - V 8,vap_black,8,10.8,13.600000000000001,16.4,19.200000000000003,22
Greendale - V 8,vap_hisp,16,24.200000000000003,32.400000000000006,40.599999999999994,48.800000000000004,57
Greendale - V 8,vap_nhpi,0,0,0,0,0,0
Greendale - V 8,vap_other,0,0,0,0,0,0
Greendale - V 8,vap_two,9,8.4,7.8,7.2,6.6,6
Greendale - V 8,vap_white,1167,1146,1125,1104,1083,1062
Greendale - V 9,vap,1313,1305.2,1297.4,1289.6,1281.8,1274
Greendale - V 9,vap_aian,1,1.8,2.6,3.4,4.2,5
Greendale - V 9,vap_asian,13,16.4,19.8,23.2,26.6,30
Greendale - V 9,vap_black,2,3.8,5.6,7.3999999999999995,9.2,11
Greendale - V 9,vap_hisp,21,25,29,33,37,41
Greendale - V 9,vap_nhpi,0,0,0,0,0,0
Greendale - V 9,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Greendale - V 9,vap_two,6,6,6,6,6,6
Greendale - V 9,vap_white,1268,1250.6,1233.2,1215.8,1198.4,1181
Greenfield - C 1,vap,1522,1518.8,1515.6,1512.4,1509.2,1506
Greenfield - C 1,vap_aian,4,5.2,6.4,7.6,8.8,10
Greenfield - C 1,vap_asian,12,16.8,21.6,26.4,31.200000000000003,36
Greenfield - C 1,vap_black,13,14.4,15.8,17.2,18.6,20
Greenfield - C 1,vap_hisp,72,87.2,102.4,117.6,132.8,148
Greenfield - C 1,vap_nhpi,0,0,0,0,0,0
Greenfield - C 1,vap_other,0,0,0,0,0,0
Greenfield - C 1,vap_two,10,12.8,15.600000000000001,18.4,21.200000000000003,24
Greenfield - C 1,vap_white,1411,1382.4,1353.8,1325.2,1296.6,1268
Greenfield - C 10,vap,1449,1442.4,1435.8,1429.2,1422.6,1416
Greenfield - C 10,vap_aian,1,1.4,1.8,2.2,2.6,3
Greenfield - C 10,vap_asian,46,46,46,46,46,46
Greenfield - C 10,vap_black,15,16.8,18.6,20.4,22.2,24
Greenfield - C 10,vap_hisp,32,37.6,43.2,48.8,54.400000000000006,60
Greenfield - C 10,vap_nhpi,0,0,0,0,0,0
Greenfield - C 10,vap_other,0,1.2000000000000002,2.4000000000000004,3.5999999999999996,4.800000000000001,6
Greenfield - C 10,vap_two,2,3.6,5.2,6.8,8.4,10
Greenfield - C 10,vap_white,1353,1335.8,1318.6,1301.4,1284.2,1267
Greenfield - C 11,vap,1215,1261,1307,1353,1399,1445
Greenfield - C 11,vap_aian,1,1.4,1.8,2.2,2.6,3
Greenfield - C 11,vap_asian,28,32,36,40,44,48
Greenfield - C 11,vap_black,3,4.4,5.800000000000001,7.2,8.600000000000001,10
Greenfield - C 11,vap_hisp,19,22.2,25.4,28.6,31.8,35
Greenfield - C 11,vap_nhpi,0,0,0,0,0,0
Greenfield - C 11,vap_other,0,0,0,0,0,0
Greenfield - C 11,vap_two,2,2.2,2.4,2.6,2.8,3
Greenfield - C 11,vap_white,1162,1198.8,1235.6,1272.4,1309.2,1346
Greenfield - C 12,vap,1164,1192.8,1221.6,1250.4,1279.2,1308
Greenfield - C 12,vap_aian,1,1.8,2.6,3.4,4.2,5
Greenfield - C 12,vap_asian,21,23.6,26.2,28.8,31.4,34
Greenfield - C 12,vap_black,1,2.6,4.2,5.8,7.4,9
Greenfield - C 12,vap_hisp,20,24,28,32,36,40
Greenfield - C 12,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Greenfield - C 12,vap_other,0,0,0,0,0,0
Greenfield - C 12,vap_two,5,5.6,6.2,6.8,7.4,8
Greenfield - C 12,vap_white,1115,1134.4,1153.8,1173.2,1192.6,1212
Greenfield - C 13,vap,975,971.4,967.8,964.2,960.6,957
Greenfield - C 13,vap_aian,3,3.2,3.4,3.6,3.8,4
Greenfield - C 13,vap_asian,2,3.6,5.2,6.8,8.4,10
Greenfield - C 13,vap_black,3,4.8,6.6,8.399999999999999,10.2,12
Greenfield - C 13,vap_hisp,15,22,29,36,43,50
Greenfield - C 13,vap_nhpi,0,0,0,0,0,0
Greenfield - C 13,vap_other,0,0.2,0.4,0.6,0.8,1
Greenfield - C 13,vap_two,1,2.6,4.2,5.8,7.4,9
Greenfield - C 13,vap_white,951,935,919,903,887,871
Greenfield - C 14,vap,1536,1532.6,1529.2,1525.8,1522.4,1519
