ward_2002,group,count_2000,est_2002,est_2004,est_2006,est_2008,count_2010
Milwaukee - C 131,vap_asian,8,7.8,7.6,7.4,7.2,7
Milwaukee - C 131,vap_black,739,736.8,734.6,732.4,730.2,728
Milwaukee - C 131,vap_hisp,26,27.8,29.6,31.4,33.2,35
Milwaukee - C 131,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 131,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 131,vap_two,5,4.8,4.6,4.4,4.2,4
Milwaukee - C 131,vap_white,39,34.8,30.6,26.4,22.2,18
Milwaukee - C 132,vap,1513,1521.2,1529.4,1537.6,1545.8,1554
Milwaukee - C 132,vap_aian,32,29.6,27.2,24.8,22.4,20
Milwaukee - C 132,vap_asian,60,54.2,48.4,42.6,36.8,31
Milwaukee - C 132,vap_black,82,97,112,127,142,157
Milwaukee - C 132,vap_hisp,883,914.6,946.2,977.8,1009.4,1041
Milwaukee - C 132,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 132,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 132,vap_two,26,24.6,23.2,21.8,20.4,19
Milwaukee - C 132,vap_white,430,400.2,370.4,340.6,310.8,281
Milwaukee - C 133,vap,1222,1234,1246,1258,1270,1282
Milwaukee - C 133,vap_aian,17,16.2,15.4,14.6,13.8,13
Milwaukee - C 133,vap_asian,18,18,18,18,18,18
Milwaukee - C 133,vap_black,63,78.4,93.8,109.19999999999999,124.6,140
Milwaukee - C 133,vap_hisp,744,771.2,798.4,825.6,852.8,880
Milwaukee - C 133,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 133,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 133,vap_two,31,27.2,23.4,19.6,15.799999999999999,12
Milwaukee - C 133,vap_white,347,321.2,295.4,269.6,243.8,218
Milwaukee - C 134,vap,1732,1745,1758,1771,1784,1797
Milwaukee - C 134,vap_aian,39,37.8,36.6,35.4,34.2,33
Milwaukee - C 134,vap_asian,110,99.6,89.2,78.8,68.4,58
Milwaukee - C 134,vap_black,79,85.4,91.8,98.2,104.6,111
Milwaukee - C 134,vap_hisp,739,829.4,919.8,1010.2,1100.6,1191
Milwaukee - C 134,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 134,vap_other,4,3.2,2.4,1.6,0.7999999999999998,0
Milwaukee - C 134,vap_two,39,35.2,31.4,27.6,23.799999999999997,20
Milwaukee - C 134,vap_white,722,654.2,586.4,518.6,450.8,383
Milwaukee - C 135,vap,1927,1948.2,1969.4,1990.6,2011.8,2033
Milwaukee - C 135,vap_aian,19,20.4,21.8,23.2,24.6,26
Milwaukee - C 135,vap_asian,80,80.8,81.6,82.4,83.2,84
Milwaukee - C 135,vap_black,32,51.8,71.6,91.4,111.2,131
Milwaukee - C 135,vap_hisp,601,701.8,802.6,903.4,1004.2,1105
Milwaukee - C 135,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 135,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 135,vap_two,25,24.6,24.2,23.8,23.4,23
Milwaukee - C 135,vap_white,1170,1068.6,967.2,865.8,764.4,663
Milwaukee - C 136,vap,2066,2077,2088,2099,2110,2121
Milwaukee - C 136,vap_aian,46,40.6,35.2,29.8,24.4,19
Milwaukee - C 136,vap_asian,70,63,56,49,42,35
Milwaukee - C 136,vap_black,100,106.6,113.2,119.8,126.4,133
Milwaukee - C 136,vap_hisp,836,943.6,1051.2,1158.8,1266.4,1374
Milwaukee - C 136,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 136,vap_other,0,0.8,1.6,2.4,3.2,4
Milwaukee - C 136,vap_two,41,38.4,35.8,33.2,30.6,28
Milwaukee - C 136,vap_white,973,884,795,706,617,528
Milwaukee - C 137,vap,1871,1923.4,1975.8,2028.2,2080.6,2133
Milwaukee - C 137,vap_aian,42,41,40,39,38,37
Milwaukee - C 137,vap_asian,58,55,52,49,46,43
Milwaukee - C 137,vap_black,70,70.2,70.4,70.6,70.8,71
Milwaukee - C 137,vap_hisp,761,898.4,1035.8,1173.2,1310.6,1448
Milwaukee - C 137,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 137,vap_other,1,1.4,1.8,2.2,2.6,3
Milwaukee - C 137,vap_two,48,43.2,38.4,33.6,28.799999999999997,24
Milwaukee - C 137,vap_white,890,813.4,736.8,660.2,583.5999999999999,507
Milwaukee - C 138,vap,2053,2101.6,2150.2,2198.8,2247.4,2296
Milwaukee - C 138,vap_aian,70,60.4,50.8,41.2,31.599999999999994,22
Milwaukee - C 138,vap_asian,43,44.4,45.8,47.2,48.6,50
Milwaukee - C 138,vap_black,33,40.2,47.4,54.599999999999994,61.8,69
Milwaukee - C 138,vap_hisp,743,896.4,1049.8,1203.2,1356.6,1510
Milwaukee - C 138,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 138,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 138,vap_two,42,37.4,32.8,28.200000000000003,23.599999999999998,19
Milwaukee - C 138,vap_white,1122,1022.4,922.8,823.2,723.5999999999999,624
Milwaukee - C 139,vap,1330,1308.4,1286.8,1265.2,1243.6,1222
Milwaukee - C 139,vap_aian,24,21.6,19.2,16.8,14.399999999999999,12
Milwaukee - C 139,vap_asian,16,14.6,13.2,11.8,10.399999999999999,9
Milwaukee - C 139,vap_black,50,54.2,58.4,62.6,66.8,71
Milwaukee - C 139,vap_hisp,803,816.2,829.4,842.6,855.8,869
Milwaukee - C 139,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 139,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 139,vap_two,15,15.2,15.4,15.6,15.8,16
Milwaukee - C 139,vap_white,422,386.2,350.4,314.6,278.79999999999995,243
Milwaukee - C 14,vap,1070,1066.2,1062.4,1058.6,1054.8,1051
Milwaukee - C 14,vap_aian,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Milwaukee - C 14,vap_asian,8,8.4,8.8,9.2,9.6,10
Milwaukee - C 14,vap_black,998,995.8,993.6,991.4,989.2,987
Milwaukee - C 14,vap_hisp,13,13.4,13.8,14.2,14.6,15
Milwaukee - C 14,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 14,vap_other,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 14,vap_two,9,9.4,9.8,10.2,10.6,11
Milwaukee - C 14,vap_white,38,35.6,33.2,30.8,28.4,26
Milwaukee - C 140,vap,2019,2032.2,2045.4,2058.6,2071.8,2085
Milwaukee - C 140,vap_aian,57,50.8,44.6,38.400000000000006,32.2,26
Milwaukee - C 140,vap_asian,45,44.6,44.2,43.8,43.4,43
Milwaukee - C 140,vap_black,65,77.6,90.2,102.8,115.4,128
Milwaukee - C 140,vap_hisp,918,1021,1124,1227,1330,1433
Milwaukee - C 140,vap_nhpi,4,3.2,2.4,1.6,0.7999999999999998,0
Milwaukee - C 140,vap_other,4,3.2,2.4,1.6,0.7999999999999998,0
Milwaukee - C 140,vap_two,20,20.4,20.8,21.2,21.6,22
Milwaukee - C 140,vap_white,906,811.4,716.8,622.2,527.5999999999999,433
Milwaukee - C 141,vap,1536,1554.8,1573.6,1592.4,1611.2,1630
Milwaukee - C 141,vap_aian,32,30.6,29.2,27.8,26.4,25
Milwaukee - C 141,vap_asian,42,36.6,31.2,25.8,20.4,15
Milwaukee - C 141,vap_black,45,51.4,57.8,64.2,70.6,77
Milwaukee - C 141,vap_hisp,682,766.2,850.4,934.6,1018.8,1103
Milwaukee - C 141,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 141,vap_other,0,0,0,0,0,0
Milwaukee - C 141,vap_two,13,13.6,14.2,14.8,15.4,16
Milwaukee - C 141,vap_white,722,656.4,590.8,525.2,459.59999999999997,394
Milwaukee - C 142,vap,2240,2278.4,2316.8,2355.2,2393.6,2432
Milwaukee - C 142,vap_aian,40,38.6,37.2,35.8,34.4,33
Milwaukee - C 142,vap_asian,38,33.8,29.6,25.4,21.2,17
Milwaukee - C 142,vap_black,71,85.2,99.4,113.6,127.80000000000001,142
Milwaukee - C 142,vap_hisp,806,958.2,1110.4,1262.6,1414.8000000000002,1567
Milwaukee - C 142,vap_nhpi,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Milwaukee - C 142,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 142,vap_two,21,21.8,22.6,23.4,24.2,25
Milwaukee - C 142,vap_white,1260,1137.6,1015.2,892.8,770.4,648
Milwaukee - C 143,vap,788,808.2,828.4,848.6,868.8,889
Milwaukee - C 143,vap_aian,18,16.4,14.8,13.2,11.6,10
Milwaukee - C 143,vap_asian,15,14.8,14.6,14.4,14.2,14
Milwaukee - C 143,vap_black,11,13.4,15.8,18.2,20.6,23
Milwaukee - C 143,vap_hisp,128,195.4,262.8,330.2,397.6,465
Milwaukee - C 143,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 143,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 143,vap_two,5,5.2,5.4,5.6,5.8,6
Milwaukee - C 143,vap_white,610,562,514,466,418,370
Milwaukee - C 144,vap,1471,1479.8,1488.6,1497.4,1506.2,1515
Milwaukee - C 144,vap_aian,14,14,14,14,14,14
Milwaukee - C 144,vap_asian,47,47.8,48.6,49.4,50.2,51
Milwaukee - C 144,vap_black,33,36.6,40.2,43.8,47.4,51
Milwaukee - C 144,vap_hisp,200,271.8,343.6,415.4,487.2,559
Milwaukee - C 144,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 144,vap_other,3,2.6,2.2,1.8,1.4,1
Milwaukee - C 144,vap_two,24,21.8,19.6,17.4,15.2,13
Milwaukee - C 144,vap_white,1149,1084.4,1019.8,955.2,890.5999999999999,826
Milwaukee - C 145,vap,1296,1299.8,1303.6,1307.4,1311.2,1315
Milwaukee - C 145,vap_aian,8,8.2,8.4,8.6,8.8,9
Milwaukee - C 145,vap_asian,5,11.600000000000001,18.200000000000003,24.8,31.400000000000002,38
Milwaukee - C 145,vap_black,12,19,26,33,40,47
Milwaukee - C 145,vap_hisp,77,105.2,133.4,161.6,189.8,218
Milwaukee - C 145,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 145,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 145,vap_two,5,6.8,8.6,10.399999999999999,12.2,14
Milwaukee - C 145,vap_white,1189,1148.6,1108.2,1067.8,1027.4,987
Milwaukee - C 146,vap,1206,1209.8,1213.6,1217.4,1221.2,1225
Milwaukee - C 146,vap_aian,4,4.2,4.4,4.6,4.8,5
Milwaukee - C 146,vap_asian,19,19.4,19.8,20.2,20.6,21
Milwaukee - C 146,vap_black,9,11,13,15,17,19
Milwaukee - C 146,vap_hisp,38,59.2,80.4,101.6,122.80000000000001,144
Milwaukee - C 146,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 146,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 146,vap_two,13,12.2,11.4,10.6,9.8,9
Milwaukee - C 146,vap_white,1123,1103.6,1084.2,1064.8,1045.4,1026
Milwaukee - C 147,vap,1412,1407.2,1402.4,1397.6,1392.8,1388
Milwaukee - C 147,vap_aian,3,3.2,3.4,3.6,3.8,4
Milwaukee - C 147,vap_asian,19,21,23,25,27,29
Milwaukee - C 147,vap_black,681,722,763,804,845,886
Milwaukee - C 147,vap_hisp,39,39.4,39.8,40.2,40.6,41
Milwaukee - C 147,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 147,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 147,vap_two,9,11.8,14.600000000000001,17.4,20.200000000000003,23
Milwaukee - C 147,vap_white,659,608.2,557.4,506.6,455.79999999999995,405
Milwaukee - C 148,vap,1176,1168.4,1160.8,1153.2,1145.6,1138
Milwaukee - C 148,vap_aian,7,7.8,8.6,9.4,10.2,11
Milwaukee - C 148,vap_asian,19,22.6,26.2,29.799999999999997,33.4,37
Milwaukee - C 148,vap_black,298,317.4,336.8,356.2,375.6,395
Milwaukee - C 148,vap_hisp,25,26.4,27.8,29.2,30.6,32
Milwaukee - C 148,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 148,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 148,vap_two,12,12.2,12.4,12.6,12.8,13
Milwaukee - C 148,vap_white,815,781.8,748.6,715.4,682.2,649
Milwaukee - C 149,vap,2303,2284.6,2266.2,2247.8,2229.4,2211
Milwaukee - C 149,vap_aian,6,5.4,4.8,4.2,3.5999999999999996,3
Milwaukee - C 149,vap_asian,16,17.4,18.8,20.2,21.6,23
Milwaukee - C 149,vap_black,766,877.2,988.4,1099.6,1210.8,1322
Milwaukee - C 149,vap_hisp,45,45.6,46.2,46.8,47.4,48
Milwaukee - C 149,vap_nhpi,1,1,1,1,1,1
Milwaukee - C 149,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 149,vap_two,31,32.2,33.4,34.6,35.8,37
Milwaukee - C 149,vap_white,1436,1304.2,1172.4,1040.6,908.8,777
Milwaukee - C 15,vap,2119,2096.2,2073.4,2050.6,2027.8,2005
Milwaukee - C 15,vap_aian,9,8.6,8.2,7.8,7.4,7
Milwaukee - C 15,vap_asian,19,18,17,16,15,14
Milwaukee - C 15,vap_black,1710,1716.6,1723.2,1729.8,1736.4,1743
Milwaukee - C 15,vap_hisp,42,43.4,44.8,46.2,47.6,49
Milwaukee - C 15,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 15,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 15,vap_two,18,20.2,22.4,24.6,26.8,29
Milwaukee - C 15,vap_white,321,289.2,257.4,225.60000000000002,193.8,162
Milwaukee - C 150,vap,1220,1199.8,1179.6,1159.4,1139.2,1119
Milwaukee - C 150,vap_aian,5,5,5,5,5,5
Milwaukee - C 150,vap_asian,6,7.6,9.2,10.8,12.4,14
Milwaukee - C 150,vap_black,681,703.6,726.2,748.8,771.4,794
Milwaukee - C 150,vap_hisp,37,34,31,28,25,22
Milwaukee - C 150,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 150,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 150,vap_two,25,24.8,24.6,24.4,24.2,24
Milwaukee - C 150,vap_white,465,423.6,382.2,340.8,299.4,258
Milwaukee - C 151,vap,887,891.4,895.8,900.2,904.6,909
Milwaukee - C 151,vap_aian,3,2.8,2.6,2.4,2.2,2
Milwaukee - C 151,vap_asian,17,22.4,27.8,33.2,38.6,44
Milwaukee - C 151,vap_black,306,331.8,357.6,383.4,409.2,435
Milwaukee - C 151,vap_hisp,28,29.8,31.6,33.4,35.2,37
Milwaukee - C 151,vap_nhpi,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 151,vap_other,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 151,vap_two,6,9.6,13.2,16.799999999999997,20.4,24
Milwaukee - C 151,vap_white,524,492.2,460.4,428.6,396.8,365
Milwaukee - C 152,vap,2251,2263.4,2275.8,2288.2,2300.6,2313
Milwaukee - C 152,vap_aian,8,9,10,11,12,13
Milwaukee - C 152,vap_asian,38,48.4,58.8,69.2,79.6,90
Milwaukee - C 152,vap_black,1037,1130.6,1224.2,1317.8,1411.4,1505
Milwaukee - C 152,vap_hisp,55,57.8,60.6,63.4,66.2,69
Milwaukee - C 152,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 152,vap_other,1,1.8,2.6,3.4,4.2,5
Milwaukee - C 152,vap_two,37,39.4,41.8,44.2,46.6,49
Milwaukee - C 152,vap_white,1074,975.6,877.2,778.8,680.4,582
Milwaukee - C 153,vap,788,785,782,779,776,773
Milwaukee - C 153,vap_aian,2,2,2,2,2,2
Milwaukee - C 153,vap_asian,18,25.8,33.6,41.4,49.2,57
Milwaukee - C 153,vap_black,292,312.6,333.2,353.8,374.4,395
Milwaukee - C 153,vap_hisp,20,19,18,17,16,15
Milwaukee - C 153,vap_nhpi,1,1,1,1,1,1
Milwaukee - C 153,vap_other,2,1.8,1.6,1.4,1.2,1
Milwaukee - C 153,vap_two,12,12.8,13.6,14.4,15.2,16
Milwaukee - C 153,vap_white,441,410,379,348,317,286
Milwaukee - C 154,vap,1466,1461,1456,1451,1446,1441
Milwaukee - C 154,vap_aian,4,4,4,4,4,4
Milwaukee - C 154,vap_asian,75,102,129,156,183,210
Milwaukee - C 154,vap_black,635,667.6,700.2,732.8,765.4,798
Milwaukee - C 154,vap_hisp,38,36.2,34.4,32.6,30.8,29
Milwaukee - C 154,vap_nhpi,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 154,vap_other,0,0,0,0,0,0
Milwaukee - C 154,vap_two,15,17.6,20.2,22.8,25.4,28
Milwaukee - C 154,vap_white,698,632.8,567.6,502.4,437.2,372
Milwaukee - C 155,vap,1350,1347.6,1345.2,1342.8,1340.4,1338
Milwaukee - C 155,vap_aian,6,7,8,9,10,11
Milwaukee - C 155,vap_asian,24,36,48,60,72,84
Milwaukee - C 155,vap_black,567,605.4,643.8,682.2,720.6,759
Milwaukee - C 155,vap_hisp,46,45.6,45.2,44.8,44.4,44
Milwaukee - C 155,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 155,vap_other,2,2,2,2,2,2
Milwaukee - C 155,vap_two,10,12.4,14.8,17.2,19.6,22
Milwaukee - C 155,vap_white,695,638.8,582.6,526.4,470.2,414
Milwaukee - C 156,vap,1344,1341.8,1339.6,1337.4,1335.2,1333
Milwaukee - C 156,vap_aian,9,8.2,7.4,6.6,5.8,5
Milwaukee - C 156,vap_asian,6,5.8,5.6,5.4,5.2,5
Milwaukee - C 156,vap_black,882,924.8,967.6,1010.4,1053.2,1096
Milwaukee - C 156,vap_hisp,25,25.6,26.2,26.8,27.4,28
Milwaukee - C 156,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 156,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 156,vap_two,8,10.2,12.4,14.6,16.8,19
Milwaukee - C 156,vap_white,413,366.4,319.8,273.20000000000005,226.6,180
Milwaukee - C 157,vap,1608,1599,1590,1581,1572,1563
Milwaukee - C 157,vap_aian,4,4.8,5.6,6.4,7.2,8
Milwaukee - C 157,vap_asian,14,14.2,14.4,14.6,14.8,15
Milwaukee - C 157,vap_black,871,920.4,969.8,1019.2,1068.6,1118
Milwaukee - C 157,vap_hisp,59,58.2,57.4,56.6,55.8,55
Milwaukee - C 157,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 157,vap_other,7,6,5,4,3,2
Milwaukee - C 157,vap_two,22,21.2,20.4,19.6,18.8,18
Milwaukee - C 157,vap_white,631,574.2,517.4,460.6,403.79999999999995,347
Milwaukee - C 158,vap,1308,1310.2,1312.4,1314.6,1316.8,1319
Milwaukee - C 158,vap_aian,12,11.6,11.2,10.8,10.4,10
Milwaukee - C 158,vap_asian,15,15.8,16.6,17.4,18.2,19
Milwaukee - C 158,vap_black,657,712.2,767.4,822.6,877.8,933
Milwaukee - C 158,vap_hisp,43,42.8,42.6,42.4,42.2,42
Milwaukee - C 158,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 158,vap_other,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 158,vap_two,19,21.2,23.4,25.6,27.8,30
Milwaukee - C 158,vap_white,562,506.2,450.4,394.6,338.79999999999995,283
Milwaukee - C 159,vap,1822,1822,1822,1822,1822,1822
Milwaukee - C 159,vap_aian,11,10.8,10.6,10.4,10.2,10
Milwaukee - C 159,vap_asian,81,84.6,88.2,91.8,95.4,99
Milwaukee - C 159,vap_black,1089,1134.4,1179.8,1225.2,1270.6,1316
Milwaukee - C 159,vap_hisp,54,54.4,54.8,55.2,55.6,56
Milwaukee - C 159,vap_nhpi,0,0.4,0.8,1.2,1.6,2
Milwaukee - C 159,vap_other,2,2,2,2,2,2
Milwaukee - C 159,vap_two,27,27.4,27.8,28.2,28.6,29
Milwaukee - C 159,vap_white,558,508,458,408,358,308
Milwaukee - C 16,vap,1108,1107.2,1106.4,1105.6,1104.8,1104
Milwaukee - C 16,vap_aian,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 16,vap_asian,13,13,13,13,13,13
Milwaukee - C 16,vap_black,1003,1003.4,1003.8,1004.2,1004.6,1005
Milwaukee - C 16,vap_hisp,17,19.2,21.4,23.6,25.8,28
Milwaukee - C 16,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 16,vap_other,0,0,0,0,0,0
Milwaukee - C 16,vap_two,16,14.2,12.4,10.600000000000001,8.8,7
Milwaukee - C 16,vap_white,58,56.2,54.4,52.6,50.8,49
Milwaukee - C 160,vap,1050,1069.2,1088.4,1107.6,1126.8,1146
Milwaukee - C 160,vap_aian,1,1.4,1.8,2.2,2.6,3
Milwaukee - C 160,vap_asian,74,117.6,161.2,204.79999999999998,248.4,292
Milwaukee - C 160,vap_black,819,807.2,795.4,783.6,771.8,760
Milwaukee - C 160,vap_hisp,20,17.6,15.2,12.8,10.399999999999999,8
Milwaukee - C 160,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 160,vap_other,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 160,vap_two,9,10,11,12,13,14
Milwaukee - C 160,vap_white,126,114.2,102.4,90.6,78.8,67
Milwaukee - C 161,vap,1057,1058.8,1060.6,1062.4,1064.2,1066
Milwaukee - C 161,vap_aian,1,1.2,1.4,1.6,1.8,2
Milwaukee - C 161,vap_asian,8,7.6,7.2,6.8,6.4,6
Milwaukee - C 161,vap_black,799,819.4,839.8,860.2,880.6,901
Milwaukee - C 161,vap_hisp,25,26.4,27.8,29.2,30.6,32
Milwaukee - C 161,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 161,vap_other,1,0.8,0.6,0.4,0.19999999999999996,0
Milwaukee - C 161,vap_two,7,9,11,13,15,17
Milwaukee - C 161,vap_white,216,194.4,172.8,151.2,129.6,108
Milwaukee - C 162,vap,1401,1408.8,1416.6,1424.4,1432.2,1440
Milwaukee - C 162,vap_aian,11,10.6,10.2,9.8,9.4,9
Milwaukee - C 162,vap_asian,12,9.8,7.6,5.4,3.1999999999999993,1
Milwaukee - C 162,vap_black,924,975.6,1027.2,1078.8,1130.4,1182
Milwaukee - C 162,vap_hisp,36,37.6,39.2,40.8,42.4,44
Milwaukee - C 162,vap_nhpi,1,1,1,1,1,1
Milwaukee - C 162,vap_other,1,1.4,1.8,2.2,2.6,3
Milwaukee - C 162,vap_two,11,12.6,14.2,15.8,17.4,19
Milwaukee - C 162,vap_white,405,360.2,315.4,270.6,225.79999999999998,181
Milwaukee - C 163,vap,981,967.6,954.2,940.8,927.4,914
Milwaukee - C 163,vap_aian,6,5.6,5.2,4.8,4.4,4
Milwaukee - C 163,vap_asian,6,5,4,3,2,1
Milwaukee - C 163,vap_black,620,638.6,657.2,675.8,694.4,713
Milwaukee - C 163,vap_hisp,26,28.4,30.8,33.2,35.6,38
Milwaukee - C 163,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 163,vap_other,0,0,0,0,0,0
Milwaukee - C 163,vap_two,14,14.8,15.6,16.4,17.2,18
Milwaukee - C 163,vap_white,309,275.2,241.39999999999998,207.60000000000002,173.79999999999998,140
Milwaukee - C 164,vap,1161,1131.8,1102.6,1073.4,1044.2,1015
Milwaukee - C 164,vap_aian,10,8.4,6.8,5.2,3.5999999999999996,2
Milwaukee - C 164,vap_asian,0,0,0,0,0,0
Milwaukee - C 164,vap_black,1100,1073.2,1046.4,1019.6,992.8,966
Milwaukee - C 164,vap_hisp,22,22.8,23.6,24.4,25.2,26
Milwaukee - C 164,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 164,vap_other,0,0,0,0,0,0
Milwaukee - C 164,vap_two,13,12.2,11.4,10.6,9.8,9
Milwaukee - C 164,vap_white,16,15.2,14.4,13.6,12.8,12
Milwaukee - C 165,vap,1230,1219,1208,1197,1186,1175
Milwaukee - C 165,vap_aian,3,2.4,1.7999999999999998,1.2000000000000002,0.5999999999999996,0
Milwaukee - C 165,vap_asian,12,10.6,9.2,7.8,6.3999999999999995,5
Milwaukee - C 165,vap_black,1155,1146.8,1138.6,1130.4,1122.2,1114
Milwaukee - C 165,vap_hisp,17,17.6,18.2,18.8,19.4,20
Milwaukee - C 165,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 165,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 165,vap_two,21,21,21,21,21,21
Milwaukee - C 165,vap_white,22,20.4,18.8,17.2,15.6,14
Milwaukee - C 166,vap,1163,1170.2,1177.4,1184.6,1191.8,1199
Milwaukee - C 166,vap_aian,3,2.6,2.2,1.8,1.4,1
Milwaukee - C 166,vap_asian,10,8.8,7.6,6.4,5.199999999999999,4
Milwaukee - C 166,vap_black,1118,1122.2,1126.4,1130.6,1134.8,1139
Milwaukee - C 166,vap_hisp,9,10.6,12.2,13.8,15.4,17
Milwaukee - C 166,vap_nhpi,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 166,vap_other,2,1.6,1.2,0.8,0.3999999999999999,0
Milwaukee - C 166,vap_two,9,12,15,18,21,24
Milwaukee - C 166,vap_white,12,12.2,12.4,12.6,12.8,13
Milwaukee - C 167,vap,1002,992.4,982.8,973.2,963.6,954
Milwaukee - C 167,vap_aian,3,2.8,2.6,2.4,2.2,2
Milwaukee - C 167,vap_asian,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 167,vap_black,970,960.2,950.4,940.6,930.8,921
Milwaukee - C 167,vap_hisp,7,7,7,7,7,7
Milwaukee - C 167,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 167,vap_other,0,0,0,0,0,0
Milwaukee - C 167,vap_two,14,13.6,13.2,12.8,12.4,12
Milwaukee - C 167,vap_white,8,8.2,8.4,8.6,8.8,9
Milwaukee - C 168,vap,1147,1138.6,1130.2,1121.8,1113.4,1105
Milwaukee - C 168,vap_aian,1,1,1,1,1,1
Milwaukee - C 168,vap_asian,4,4,4,4,4,4
Milwaukee - C 168,vap_black,1102,1090.6,1079.2,1067.8,1056.4,1045
Milwaukee - C 168,vap_hisp,14,14,14,14,14,14
Milwaukee - C 168,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 168,vap_other,0,0,0,0,0,0
Milwaukee - C 168,vap_two,8,9.4,10.8,12.2,13.600000000000001,15
Milwaukee - C 168,vap_white,18,19.6,21.2,22.8,24.4,26
Milwaukee - C 169,vap,1217,1206,1195,1184,1173,1162
Milwaukee - C 169,vap_aian,0,0.6000000000000001,1.2000000000000002,1.7999999999999998,2.4000000000000004,3
Milwaukee - C 169,vap_asian,4,3.4,2.8,2.2,1.5999999999999996,1
Milwaukee - C 169,vap_black,1166,1151.8,1137.6,1123.4,1109.2,1095
Milwaukee - C 169,vap_hisp,9,12.8,16.6,20.4,24.200000000000003,28
Milwaukee - C 169,vap_nhpi,0,0,0,0,0,0
Milwaukee - C 169,vap_other,0,0.2,0.4,0.6,0.8,1
Milwaukee - C 169,vap_two,4,5.2,6.4,7.6,8.8,10
Milwaukee - C 169,vap_white,34,32,30,28,26,24
Milwaukee - C 17,vap,1860,1846.8,1833.6,1820.4,1807.2,1794
Milwaukee - C 17,vap_aian,6,5.2,4.4,3.6,2.8,2
Milwaukee - C 17,vap_asian,2,1.8,1.6,1.4,1.2,1
Milwaukee - C 17,vap_black,1755,1745.6,1736.2,1726.8,1717.4,1708
