BLOCKID|DISTRICT
550019504003046|041
550019504003047|041
550019504003048|041
550019504003049|041
550019504003050|041
550019504003051|041
550019504003052|041
550019504003053|041
550019504003054|041
550019504003055|041
550019504003056|041
550019504003057|041
550019504003058|041
550019504003059|041
550019504003060|041
550019504003061|041
550019504003062|041
550019504003063|041
550019504003064|041
550019504004000|072
550019504004001|072
550019504004002|072
550019504004003|072
550019504004004|072
550019504004005|072
550019504004006|072
550019504004007|072
550019504004008|072
550019504004009|072
550019504004010|072
550019504004011|072
550019504004012|041
550019504004013|041
550019504004014|041
550019504004015|041
550019504004016|041
550019504004017|072
550019504004018|072
550019504004019|072
550019504004020|072
550019504004021|072
550019504004022|041
550019504004023|041
550019504004024|041
550019504004025|041
550019504004026|041
550019504004027|041
550019504004028|041
550019504004029|041
550019504004030|041
550019504004031|041
550019504004032|041
550019504004033|041
550019504004034|041
550019504004035|041
550019504004036|041
550019504004037|072
550019504004038|072
550019504004039|041
550019504004040|041
550019504004041|041
550019504004042|041
550019504004043|041
550019504004044|041
550019504004045|041
550019504004046|041
550019504004047|041
550019504004048|041
550019504004049|041
550019504004050|041
550019504004051|041
550019504004052|041
550019504004053|041
550019504004054|041
550019504004055|041
550019504004056|041
550019504004057|041
550019504004058|041
550019504004059|041
550019504004060|041
550019504004061|041
550019504004062|041
550019504004063|041
550019504004064|041
550019504004065|041
550019504004066|041
550019504004067|041
550019504004068|041
550019504004069|041
550019504004070|041
550019504004071|041
550019504004072|041
550019504004073|041
550019504004074|041
550019504004075|041
550019504004076|041
550019504004077|041
550019504004078|041
550019504004079|041
550019504004080|041
550019504004081|041
550019504004082|041
550019504004083|041
550019504004084|041
550019504004085|041
550019504004086|041
550019504004087|041
550019504004088|041
550019504004089|041
550019504004090|041
550019504004091|041
550019504004092|041
550019504004093|041
550019504004094|041
550019504004095|041
550019504004096|041
550019504004097|041
550019504004098|041
550019504004099|041
550019504004100|072
550019504004101|072
550019504004102|072
550019505011000|041
550019505011001|041
550019505011002|041
550019505011003|041
550019505011004|041
550019505011005|041
550019505011006|041
550019505011007|041
550019505011008|041
550019505011009|041
550019505011010|041
550019505011011|041
550019505011012|041
550019505011013|041
550019505011014|041
550019505011015|041
550019505011016|041
550019505011017|041
550019505011018|041
550019505011019|041
550019505011020|041
550019505011021|041
550019505011022|041
550019505011023|041
550019505011024|041
550019505011025|041
550019505011026|041
550019505011027|041
550019505011028|041
550019505011029|041
550019505011030|041
550019505011031|041
550019505011032|041
550019505011033|041
550019505011034|041
550019505011035|041
550019505011036|041
550019505011037|041
550019505011038|041
550019505011039|041
550019505011040|041
550019505011041|041
550019505011042|041
550019505011043|041
550019505011044|041
550019505011045|041
550019505011046|041
550019505011047|041
550019505011048|041
550019505011049|041
550019505011050|041
550019505011051|041
550019505011052|041
550019505011053|041
550019505011054|041
550019505011055|041
550019505011056|041
550019505011057|041
550019505011058|041
550019505011059|041
550019505011060|041
550019505011061|041
550019505011062|041
550019505011063|041
550019505011064|041
550019505011065|041
550019505011066|041
550019505011067|041
550019505011068|041
550019505011069|041
550019505011070|041
550019505011071|041
550019505011072|041
550019505011073|041
550019505011074|041
550019505011075|041
550019505011076|041
550019505011077|041
550019505011078|041
550019505011079|041
550019505011080|041
550019505011081|041
550019505011082|041
550019505011083|041
550019505011084|041
550019505011085|041
550019505011086|041
550019505011087|041
550019505011088|041
550019505011089|041
550019505011090|041
550019505011091|041
550019505011092|041
550019505011093|041
550019505011094|041
550019505011095|041
550019505011096|041
550019505011097|041
550019505011098|041
550019505011099|041
550019505011100|041
550019505011101|041
550019505012000|041
550019505012001|041
550019505012002|041
550019505012003|041
550019505012004|041
550019505012005|041
550019505012006|041
550019505012007|041
550019505012008|041
550019505012009|041
550019505012010|041
550019505012011|041
550019505012012|041
550019505012013|041
550019505012014|041
550019505012015|041
550019505012016|041
550019505012017|041
550019505012018|041
550019505012019|041
550019505012020|041
550019505012021|041
550019505012022|041
550019505012023|041
550019505012024|041
550019505012025|041
550019505012026|041
550019505012027|041
550019505012028|041
550019505012029|041
550019505012030|041
550019505012031|041
550019505012032|041
550019505012033|041
550019505012034|041
550019505012035|041
550019505012036|041
550019505012037|041
550019505012038|041
550019505012039|041
550019505012040|041
550019505012041|041
550019505012042|041
550019505012043|041
550019505012044|041
550019505012045|041
550019505012046|041
550019505012047|041
550019505012048|041
550019505012049|041
550019505012050|041
550019505012051|041
550019505012052|041
550019505012053|041
550019505012054|041
550019505012055|041
550019505012056|041
550019505012057|041
550019505012058|041
550019505012059|041
550019505012060|041
550019505012061|041
550019505012062|041
550019505012063|041
550019505012064|041
550019505012065|041
550019505012066|041
550019505012067|041
550019505012068|041
550019505012069|041
550019505012070|041
550019505012071|041
550019505012072|041
550019505012073|041
550019505012074|041
550019505012075|041
550019505012076|041
550019505012077|041
550019505012078|041
550019505012079|041
550019505012080|041
550019505012081|041
550019505012082|041
550019505012083|041
550019505012084|041
550019505012085|041
550019505012086|041
550019505012087|041
550019505012088|041
550019505012089|041
550019505012090|041
550019505012091|041
550019505012092|041
550019505012093|041
550019505012094|041
550019505012095|041
550019505012096|041
550019505012097|041
550019505012098|041
550019505012099|041
550019505012100|041
550019505012101|041
550019505012102|041
550019505012103|041
550019505012104|041
550019505012105|041
550019505012106|041
550019505012107|041
550019505012108|041
550019505012109|041
550019505012110|041
550019505012111|041
550019505012112|041
550019505012113|041
550019505012114|041
550019505012115|041
550019505012116|041
550019505012117|041
550019505012118|041
550019505012119|041
550019505012120|041
550019505021000|041
550019505021001|041
550019505021002|041
550019505021003|041
550019505021004|041
550019505021005|041
550019505021006|041
550019505021007|041
550019505021008|041
550019505021009|041
550019505021010|041
550019505021011|041
550019505021012|041
550019505021013|041
550019505021014|041
550019505021015|041
550019505021016|041
550019505021017|041
550019505021018|041
550019505021019|041
550019505021020|041
550019505021021|041
550019505021022|041
550019505021023|041
550019505021024|041
550019505021025|041
550019505021026|041
550019505021027|041
550019505021028|041
550019505021029|041
550019505021030|041
550019505021031|041
550019505021032|041
550019505021033|041
550019505021034|041
550019505021035|041
550019505021036|041
550019505021037|041
550019505021038|041
550019505021039|041
550019505021040|041
550019505021041|041
550019505021042|041
550019505021043|041
550019505021044|041
550019505021045|041
550019505021046|041
550019505021047|041
550019505021048|041
550019505021049|041
550019505021050|041
550019505021051|041
550019505021052|041
550019505021053|041
550019505021054|041
550019505021055|041
550019505021056|041
550019505021057|041
550019505021058|041
550019505021059|041
550019505021060|041
550019505021061|041
550019505022000|041
550019505022001|041
550019505022002|041
550019505022003|041
550019505022004|041
550019505022005|041
550019505022006|041
550019505022007|041
550019505022008|041
550019505022009|041
550019505022010|041
550019505022011|041
550019505022012|041
550019505022013|041
550019505022014|041
550019505022015|041
550019505022016|041
550019505022017|041
550019505022018|041
550019505022019|041
550019505022020|041
550019505022021|041
550019505022022|041
550019505022023|041
550019505022024|041
550019505022025|041
550019505022026|041
550019505022027|041
550019505022028|041
550019505022029|041
550019505022030|041
550019505022031|041
550019505022032|041
550019505022033|041
550019505022034|041
550019505022035|041
550019505022036|041
550019505022037|041
550019505022038|041
550019505022039|041
550019505022040|041
550019505022041|041
550019505022042|041
550019505022043|041
550019505022044|041
550019505022045|041
550019505022046|041
550019505022047|041
550019505022048|041
550019505022049|041
550019505022050|041
550019505022051|041
550019505022052|041
550019505022053|041
550019505022054|041
550019505022055|041
550019505022056|041
550019505022057|041
550019505022058|041
550019505022059|041
550019505022060|041
550019505022061|041
550019505022062|041
550019505022063|041
550019505022064|041
550019505022065|041
550019505022066|041
550019505022067|041
550019505022068|041
550019505022069|041
550019505022070|041
550019505022071|041
550019505022072|041
550019505022073|041
550019505022074|041
550019505022075|041
550019505022076|041
550019505022077|041
550019505022078|041
550019505022079|041
550019505022080|041
550019505022081|041
550019505023000|041
550019505023001|041
550019505023002|041
550019505023003|041
550019505023004|041
550019505023005|041
550019505023006|041
550019505023007|041
550019505023008|041
550019505023009|041
550019505023010|041
550019505023011|041
550019505023012|041
550019505023013|041
550019505023014|041
550019505023015|041
550019505023016|041
550019505023017|041
550019505023018|041
550019505023019|041
550019505023020|041
550019505023021|041
550019505023022|041
550019505023023|041
550019505023024|041
550019505023025|041
550019505023026|041
550019505023027|041
550019505023028|041
550019505023029|041
550019505023030|041
550019505023031|041
550019505023032|041
550019505023033|041
550019505023034|041
550019505023035|041
550019505023036|041
550019505023037|041
550019505023038|041
550019505023039|041
550019505023040|041
550019505023041|041
550019505023042|041
550019505023043|041
550019505023044|041
550019505023045|041
550019505023046|041
550019505023047|041
550019505024000|041
550019505024001|041
550019505024002|041
550019505024003|041
550019505024004|041
550019505024005|041
550019505024006|041
550019505024007|041
550019505024008|041
550019505024009|041
550019505024010|041
550019505024011|041
550019505024012|041
550019505024013|041
550019505024014|041
550019505024015|041
550019505024016|041
550019505024017|041
550019505024018|041
550019505024019|041
550019505024020|041
550019505024021|041
550019505024022|041
550019505024023|041
550019505024024|041
550019505024025|041
550019505024026|041
550019505024027|041
550019505024028|041
550019505024029|041
550019505024030|041
550019505024031|041
550019505024032|041
550019505024033|041
550019505024034|041
550019505024035|041
550019505024036|041
550019505024037|041
550019505024038|041
550019505024039|041
550019505024040|041
550019505024041|041
550019505024042|041
550019505024043|041
550019505024044|041
550019505024045|041
550019505024046|041
550019505024047|041
550019505024048|041
550019505024049|041
550019505024050|041
550019505024051|041
550019505024052|041
550019505024053|041
550019505024054|041
550019505024055|041
550019505024056|041
550019505024057|041
550019505024058|041
550019505024059|041
550019505024060|041
550019507001000|041
550019507001001|041
550019507001002|041
550019507001003|041
550019507001004|041
550019507001005|041
550019507001006|041
550019507001007|041
550019507001008|041
550019507001009|041
550019507001010|041
550019507001011|041
550019507001012|041
550019507001013|041
550019507001014|041
550019507001015|041
550019507001016|041
550019507001017|041
550019507001018|041
550019507001019|041
550019507001020|041
550019507001021|041
550019507001022|041
550019507001023|041
550019507001024|041
550019507001025|041
550019507001026|041
550019507001027|041
550019507001028|041
550019507001029|041
550019507001030|041
550019507001031|041
550019507001032|041
550019507001033|041
550019507001034|041
550019507001035|041
550019507001036|041
550019507001037|041
550019507001038|041
550019507001039|041
550019507001040|041
550019507001041|041
550019507001042|041
550019507001043|041
550019507001044|041
550019507001045|041
550019507001046|041
550019507001047|041
550019507001048|041
550019507001049|041
550019507001050|041
550019507001051|041
550019507001052|041
550019507001053|041
550019507001054|041
550019507001055|041
550019507001056|041
550019507001057|041
550019507001058|041
550019507001059|041
550019507001060|041
550019507001061|041
550019507001062|041
550019507001063|041
550019507001064|041
550019507001065|041
550019507001066|041
550019507001067|041
550019507001068|041
550019507001069|041
550019507001070|041
550019507001071|041
550019507001072|041
550019507001073|041
550019507001074|041
550019507001075|041
550019507001076|041
550019507001077|041
550019507001078|041
550019507001079|041
550019507001080|041
550019507001081|041
550019507001082|041
550019507001083|041
550019507001084|041
550019507001085|041
550019507001086|041
550019507001087|041
550019507001088|041
550019507001089|041
550019507001090|041
550019507001091|041
550019507001092|041
550019507001093|041
550019507001094|041
550019507001095|041
550019507001096|041
550019507001097|041
550019507001098|041
550019507001099|041
550019507001100|041
550019507001101|041
550019507002000|041
550019507002001|041
550019507002002|041
550019507002003|041
550019507002004|041
550019507002005|041
550019507002006|041
550019507002007|041
550019507002008|041
550019507002009|041
550019507002010|041
550019507002011|041
550019507002012|041
550019507002013|041
550019507002014|041
550019507002015|041
550019507002016|041
550019507002017|041
550019507002018|041
550019507002019|041
550019507002020|041
550019507002021|041
550019507002022|041
550019507002023|041
550019507002024|041
550019507002025|041
550019507002026|041
550019507002027|041
550019507002028|041
550019507002029|041
550019507002030|041
550019507002031|041
550019507002032|041
550019507002033|041
550019507002034|041
550019507002035|041
550019507002036|041
550019507002037|041
550019507002038|041
550019507002039|041
550019507002040|041
550019507002041|041
550019507002042|041
550019507002043|041
550019507002044|041
550019507002045|041
550019507002046|041
550019507002047|041
550019507002048|041
550019507002049|041
550019507002050|041
550019507002051|041
550019507002052|041
550019507002053|041
550019507002054|041
550019507002055|041
550019507002056|041
550019507002057|041
550019507002058|041
550019507002059|041
550019507002060|041
550019507002061|041
550019507002062|041
550019507002063|041
550019507002064|041
550019507002065|041
550019507002066|041
550019507002067|041
550019507002068|041
550019507002069|041
550019507002070|041
550019507002071|041
550019507002072|041
550019507002073|041
550019507002074|041
550019507002075|041
550019507002076|041
550019507002077|041
550019507002078|041
550019507002079|041
550019507002080|041
550019507002081|041
550019507002082|041
550019507002083|041
550019507002084|041
550019507002085|041
550019507002086|041
550019507002087|041
550019507002088|041
550019507002089|041
550019507002090|041
550019507002091|041
550019507002092|041
550019507002093|041
550019507002094|041
550019507002095|041
550019507002096|041
550019507002097|041
550019507002098|041
550019507002099|041
550019507003000|041
550019507003001|041
550019507003002|041
550019507003003|041
550019507003004|041
550019507003005|041
550019507003006|041
550019507003007|041
550019507003008|041
550019507003009|041
550019507003010|041
550019507003011|041
550019507003012|041
550019507003013|041
550019507003014|041
550019507003015|041
550019507003016|041
550019507003017|041
550019507003018|041
550019507003019|041
550019507003020|041
550019507003021|041
550019507003022|041
550019507003023|041
550019507003024|041
550019507003025|041
550019507003026|041
550019507003027|041
550019507003028|041
550019507003029|041
550019507003030|041
550019507003031|041
550019507003032|041
550019507003033|041
550019507003034|041
550019507003035|041
550019507003036|041
550019507003037|041
550019507003038|041
550019507003039|041
550019507003040|041
550019507003041|041
550019507003042|041
550019507003043|041
550019507003044|041
550019507003045|041
550019507003046|041
550019507003047|041
550019507003048|041
550019507003049|041
550019507003050|041
550019507003051|041
550019507003052|041
550019507003053|041
550019507003054|041
550019507003055|041
550019507003056|041
550019507003057|041
550019507003058|041
550019507003059|041
550019507003060|041
550019507003061|041
550019507003062|041
