STATEFP|COUNTYFP|COUSUBFP|NAME|NAMELSAD
55|001|00275|Adams|Adams city
55|001|00300|Adams|Adams town
55|001|07300|Big Flats|Big Flats town
55|001|16075|Colburn|Colburn town
55|001|19575|Dell Prairie|Dell Prairie town
55|001|22000|Easton|Easton town
55|001|27950|Friendship|Friendship village
55|001|37625|Jackson|Jackson town
55|001|43425|Leola|Leola town
55|001|44250|Lincoln|Lincoln town
55|001|53725|Monroe|Monroe town
55|001|56525|New Chester|New Chester town
55|001|56750|New Haven|New Haven town
55|001|65450|Preston|Preston town
55|001|65825|Quincy|Quincy town
55|001|67425|Richfield|Richfield town
55|001|69275|Rome|Rome town
55|001|76350|Springville|Springville town
55|001|77800|Strongs Prairie|Strongs Prairie town
55|001|88150|Wisconsin Dells|Wisconsin Dells city
55|003|00000|County subdivisions not defined|County subdivisions not defined
55|003|00550|Agenda|Agenda town
55|003|03225|Ashland|Ashland city
55|003|03250|Ashland|Ashland town
55|003|11525|Butternut|Butternut village
55|003|14550|Chippewa|Chippewa town
55|003|29250|Gingles|Gingles town
55|003|29875|Gordon|Gordon town
55|003|37775|Jacobs|Jacobs town
55|003|42562|La Pointe|La Pointe town
55|003|49200|Marengo|Marengo town
55|003|50700|Mellen|Mellen city
55|003|54400|Morse|Morse town
55|003|61600|Peeksville|Peeksville town
55|003|71350|Sanborn|Sanborn town
55|003|72825|Shanagolden|Shanagolden town
55|003|86850|White River|White River town
55|005|01325|Almena|Almena village
55|005|01350|Almena|Almena town
55|005|02775|Arland|Arland town
55|005|04875|Barron|Barron city
55|005|04900|Barron|Barron town
55|005|05650|Bear Lake|Bear Lake town
55|005|12250|Cameron|Cameron village
55|005|13500|Cedar Lake|Cedar Lake town
55|005|14325|Chetek|Chetek city
55|005|14350|Chetek|Chetek town
55|005|15600|Clinton|Clinton town
55|005|17875|Crystal Lake|Crystal Lake town
55|005|18025|Cumberland|Cumberland city
55|005|18050|Cumberland|Cumberland town
55|005|18575|Dallas|Dallas village
55|005|18600|Dallas|Dallas town
55|005|20650|Dovre|Dovre town
55|005|20750|Doyle|Doyle town
55|005|33225|Haugen|Haugen village
55|005|41600|Lakeland|Lakeland town
55|005|48825|Maple Grove|Maple Grove town
55|005|48950|Maple Plain|Maple Plain town
55|005|56350|New Auburn|New Auburn village
55|005|58950|Oak Grove|Oak Grove town
55|005|65150|Prairie Farm|Prairie Farm village
55|005|65175|Prairie Farm|Prairie Farm town
55|005|65200|Prairie Lake|Prairie Lake town
55|005|67350|Rice Lake|Rice Lake city
55|005|67375|Rice Lake|Rice Lake town
55|005|74125|Sioux Creek|Sioux Creek town
55|005|76550|Stanfold|Stanfold town
55|005|76600|Stanley|Stanley town
55|005|78450|Sumner|Sumner town
55|005|81075|Turtle Lake|Turtle Lake village
55|005|81100|Turtle Lake|Turtle Lake town
55|005|82375|Vance Creek|Vance Creek town
55|007|00000|County subdivisions not defined|County subdivisions not defined
55|007|03225|Ashland|Ashland city
55|007|04725|Barksdale|Barksdale town
55|007|04750|Barnes|Barnes town
55|007|05350|Bayfield|Bayfield city
55|007|05375|Bayfield|Bayfield town
55|007|05475|Bayview|Bayview town
55|007|06200|Bell|Bell town
55|007|11675|Cable|Cable town
55|007|15750|Clover|Clover town
55|007|19662|Delta|Delta town
55|007|20887|Drummond|Drummond town
55|007|22925|Eileen|Eileen town
55|007|30175|Grandview|Grandview town
55|007|36300|Hughes|Hughes town
55|007|37200|Iron River|Iron River town
55|007|39025|Kelly|Kelly town
55|007|39425|Keystone|Keystone town
55|007|44275|Lincoln|Lincoln town
55|007|49900|Mason|Mason village
55|007|49925|Mason|Mason town
55|007|55375|Namakagon|Namakagon town
55|007|60275|Orienta|Orienta town
55|007|60775|Oulu|Oulu town
55|007|62700|Pilsen|Pilsen town
55|007|64512|Port Wing|Port Wing town
55|007|70300|Russell|Russell town
55|007|80750|Tripp|Tripp town
55|007|83525|Washburn|Washburn city
55|007|83550|Washburn|Washburn town
55|009|01150|Allouez|Allouez village
55|009|03425|Ashwaubenon|Ashwaubenon village
55|009|06350|Bellevue|Bellevue village
55|009|19700|Denmark|Denmark village
55|009|19775|De Pere|De Pere city
55|009|22225|Eaton|Eaton town
55|009|29550|Glenmore|Glenmore town
55|009|31000|Green Bay|Green Bay city
55|009|31025|Green Bay|Green Bay town
55|009|35150|Hobart|Hobart village
55|009|35325|Holland|Holland town
55|009|35950|Howard|Howard village
55|009|36425|Humboldt|Humboldt town
55|009|42900|Lawrence|Lawrence town
55|009|43090|Ledgeview|Ledgeview town
55|009|54300|Morrison|Morrison town
55|009|56575|New Denmark|New Denmark town
55|009|63075|Pittsfield|Pittsfield town
55|009|65675|Pulaski|Pulaski village
55|009|68875|Rockland|Rockland town
55|009|72200|Scott|Scott town
55|009|77975|Suamico|Suamico village
55|009|89150|Wrightstown|Wrightstown village
55|009|89175|Wrightstown|Wrightstown town
55|011|01225|Alma|Alma city
55|011|01250|Alma|Alma town
55|011|06675|Belvidere|Belvidere town
55|011|11025|Buffalo|Buffalo town
55|011|11062|Buffalo City|Buffalo City city
55|011|12500|Canton|Canton town
55|011|16025|Cochrane|Cochrane village
55|011|17737|Cross|Cross town
55|011|20575|Dover|Dover town
55|011|26850|Fountain City|Fountain City city
55|011|29225|Gilmanton|Gilmanton town
55|011|29375|Glencoe|Glencoe town
55|011|44300|Lincoln|Lincoln town
55|011|50075|Maxville|Maxville town
55|011|52175|Milton|Milton town
55|011|53450|Modena|Modena town
55|011|53600|Mondovi|Mondovi city
55|011|53625|Mondovi|Mondovi town
55|011|53850|Montana|Montana town
55|011|55450|Naples|Naples town
55|011|55950|Nelson|Nelson village
55|011|55975|Nelson|Nelson town
55|011|84325|Waumandee|Waumandee town
55|013|01900|Anderson|Anderson town
55|013|08025|Blaine|Blaine town
55|013|18750|Daniels|Daniels town
55|013|19925|Dewey|Dewey town
55|013|30450|Grantsburg|Grantsburg village
55|013|30475|Grantsburg|Grantsburg town
55|013|37650|Jackson|Jackson town
55|013|40975|La Follette|La Follette town
55|013|44325|Lincoln|Lincoln town
55|013|50650|Meenon|Meenon town
55|013|59075|Oakland|Oakland town
55|013|69325|Roosevelt|Roosevelt town
55|013|70225|Rusk|Rusk town
55|013|71450|Sand Lake|Sand Lake town
55|013|72225|Scott|Scott town
55|013|74175|Siren|Siren village
55|013|74200|Siren|Siren town
55|013|78775|Swiss|Swiss town
55|013|80375|Trade Lake|Trade Lake town
55|013|81500|Union|Union town
55|013|84975|Webb Lake|Webb Lake town
55|013|85025|Webster|Webster village
55|013|85850|West Marshland|West Marshland town
55|013|88900|Wood River|Wood River town
55|015|02375|Appleton|Appleton city
55|015|09725|Brillion|Brillion city
55|015|09750|Brillion|Brillion town
55|015|10350|Brothertown|Brothertown town
55|015|14000|Charlestown|Charlestown town
55|015|14475|Chilton|Chilton city
55|015|14500|Chilton|Chilton town
55|015|32790|Harrison|Harrison village
55|015|32800|Harrison|Harrison town
55|015|34575|Hilbert|Hilbert village
55|015|38800|Kaukauna|Kaukauna city
55|015|39525|Kiel|Kiel city
55|015|50825|Menasha|Menasha city
55|015|56800|New Holstein|New Holstein city
55|015|56825|New Holstein|New Holstein town
55|015|64675|Potter|Potter village
55|015|66275|Rantoul|Rantoul town
55|015|73525|Sherwood|Sherwood village
55|015|77400|Stockbridge|Stockbridge village
55|015|77425|Stockbridge|Stockbridge town
55|015|89000|Woodville|Woodville town
55|017|02175|Anson|Anson town
55|017|03075|Arthur|Arthur town
55|017|03725|Auburn|Auburn town
55|017|07525|Birch Creek|Birch Creek town
55|017|08225|Bloomer|Bloomer city
55|017|08250|Bloomer|Bloomer town
55|017|09075|Boyd|Boyd village
55|017|11750|Cadott|Cadott village
55|017|14575|Chippewa Falls|Chippewa Falls city
55|017|15350|Cleveland|Cleveland town
55|017|16125|Colburn|Colburn town
55|017|16800|Cooks Valley|Cooks Valley town
55|017|17100|Cornell|Cornell city
55|017|19625|Delmar|Delmar town
55|017|21600|Eagle Point|Eagle Point town
55|017|22300|Eau Claire|Eau Claire city
55|017|22750|Edson|Edson town
55|017|24375|Estella|Estella town
55|017|29700|Goetz|Goetz town
55|017|32125|Hallie|Hallie town
55|017|36000|Howard|Howard town
55|017|40900|Lafayette|Lafayette town
55|017|41525|Lake Hallie|Lake Hallie village
55|017|41550|Lake Holcombe|Lake Holcombe town
55|017|56350|New Auburn|New Auburn village
55|017|69975|Ruby|Ruby town
55|017|71275|Sampson|Sampson town
55|017|73875|Sigel|Sigel town
55|017|76625|Stanley|Stanley city
55|017|79875|Tilden|Tilden town
55|017|86537|Wheaton|Wheaton town
55|017|88875|Woodmohr|Woodmohr town
55|019|00100|Abbotsford|Abbotsford city
55|019|05750|Beaver|Beaver town
55|019|11425|Butler|Butler town
55|019|16150|Colby|Colby city
55|019|16175|Colby|Colby town
55|019|18125|Curtiss|Curtiss village
55|019|20025|Dewhurst|Dewhurst town
55|019|20450|Dorchester|Dorchester village
55|019|22250|Eaton|Eaton town
55|019|26775|Foster|Foster town
55|019|27775|Fremont|Fremont town
55|019|30275|Grant|Grant town
55|019|30425|Granton|Granton village
55|019|31275|Green Grove|Green Grove town
55|019|31575|Greenwood|Greenwood city
55|019|33900|Hendren|Hendren town
55|019|34200|Hewett|Hewett town
55|019|35050|Hixon|Hixon town
55|019|35125|Hoard|Hoard town
55|019|43700|Levis|Levis town
55|019|45700|Longwood|Longwood town
55|019|46075|Loyal|Loyal city
55|019|46100|Loyal|Loyal town
55|019|46625|Lynn|Lynn town
55|019|50175|Mayville|Mayville town
55|019|50275|Mead|Mead town
55|019|51125|Mentor|Mentor town
55|019|55800|Neillsville|Neillsville city
55|019|60825|Owen|Owen city
55|019|63000|Pine Valley|Pine Valley town
55|019|67025|Reseburg|Reseburg town
55|019|72450|Seif|Seif town
55|019|73350|Sherman|Sherman town
55|019|73550|Sherwood|Sherwood town
55|019|76625|Stanley|Stanley city
55|019|79625|Thorp|Thorp city
55|019|79650|Thorp|Thorp town
55|019|81825|Unity|Unity town
55|019|81850|Unity|Unity village
55|019|83350|Warner|Warner town
55|019|83575|Washburn|Washburn town
55|019|85925|Weston|Weston town
55|019|88275|Withee|Withee village
55|019|88300|Withee|Withee town
55|019|89125|Worden|Worden town
55|019|89425|York|York town
55|021|02800|Arlington|Arlington village
55|021|02825|Arlington|Arlington town
55|021|11900|Caledonia|Caledonia town
55|021|12200|Cambria|Cambria village
55|021|16450|Columbus|Columbus city
55|021|16475|Columbus|Columbus town
55|021|17325|Courtland|Courtland town
55|021|19375|Dekorra|Dekorra town
55|021|20775|Doylestown|Doylestown village
55|021|25150|Fall River|Fall River village
55|021|26725|Fort Winnebago|Fort Winnebago town
55|021|26875|Fountain Prairie|Fountain Prairie town
55|021|28000|Friesland|Friesland village
55|021|32375|Hampden|Hampden town
55|021|43125|Leeds|Leeds town
55|021|43775|Lewiston|Lewiston town
55|021|45350|Lodi|Lodi city
55|021|45375|Lodi|Lodi town
55|021|46050|Lowville|Lowville town
55|021|49150|Marcellon|Marcellon town
55|021|57025|Newport|Newport town
55|021|60687|Otsego|Otsego town
55|021|60925|Pacific|Pacific town
55|021|61100|Pardeeville|Pardeeville village
55|021|64100|Portage|Portage city
55|021|64900|Poynette|Poynette village
55|021|66150|Randolph|Randolph village
55|021|66175|Randolph|Randolph town
55|021|68100|Rio|Rio village
55|021|72250|Scott|Scott town
55|021|76225|Springvale|Springvale town
55|021|86100|West Point|West Point town
55|021|88150|Wisconsin Dells|Wisconsin Dells city
55|021|89300|Wyocena|Wyocena village
55|021|89325|Wyocena|Wyocena town
55|023|06225|Bell Center|Bell Center village
55|023|09550|Bridgeport|Bridgeport town
55|023|15075|Clayton|Clayton town
55|023|19850|De Soto|De Soto village
55|023|21900|Eastman|Eastman village
55|023|21925|Eastman|Eastman town
55|023|25725|Ferryville|Ferryville village
55|023|27700|Freeman|Freeman town
55|023|28450|Gays Mills|Gays Mills village
55|023|32500|Haney|Haney town
55|023|46675|Lynxville|Lynxville village
55|023|49275|Marietta|Marietta town
55|023|54900|Mount Sterling|Mount Sterling village
55|023|65050|Prairie du Chien|Prairie du Chien city
55|023|65075|Prairie du Chien|Prairie du Chien town
55|023|72275|Scott|Scott town
55|023|72500|Seneca|Seneca town
55|023|74550|Soldiers Grove|Soldiers Grove village
55|023|77175|Steuben|Steuben village
55|023|82100|Utica|Utica town
55|023|84725|Wauzeka|Wauzeka village
55|023|84750|Wauzeka|Wauzeka town
55|025|00875|Albion|Albion town
55|025|06300|Belleville|Belleville village
55|025|07025|Berry|Berry town
55|025|07800|Black Earth|Black Earth village
55|025|07825|Black Earth|Black Earth town
55|025|08350|Blooming Grove|Blooming Grove town
55|025|08475|Blue Mounds|Blue Mounds village
55|025|08500|Blue Mounds|Blue Mounds town
55|025|09775|Bristol|Bristol town
55|025|10075|Brooklyn|Brooklyn village
55|025|11150|Burke|Burke town
55|025|12225|Cambridge|Cambridge village
55|025|14650|Christiana|Christiana town
55|025|17175|Cottage Grove|Cottage Grove village
55|025|17200|Cottage Grove|Cottage Grove town
55|025|17775|Cross Plains|Cross Plains village
55|025|17800|Cross Plains|Cross Plains town
55|025|18700|Dane|Dane village
55|025|18725|Dane|Dane town
55|025|19250|Deerfield|Deerfield village
55|025|19275|Deerfield|Deerfield town
55|025|19350|DeForest|DeForest village
55|025|21100|Dunkirk|Dunkirk town
55|025|21125|Dunn|Dunn town
55|025|22575|Edgerton|Edgerton city
55|025|25950|Fitchburg|Fitchburg city
55|025|46850|McFarland|McFarland village
55|025|48000|Madison|Madison city
55|025|48025|Madison|Madison town
55|025|48750|Maple Bluff|Maple Bluff village
55|025|49575|Marshall|Marshall village
55|025|50225|Mazomanie|Mazomanie village
55|025|50250|Mazomanie|Mazomanie town
55|025|50475|Medina|Medina town
55|025|51575|Middleton|Middleton city
55|025|51600|Middleton|Middleton town
55|025|53675|Monona|Monona city
55|025|54100|Montrose|Montrose town
55|025|54725|Mount Horeb|Mount Horeb village
55|025|60200|Oregon|Oregon village
55|025|60225|Oregon|Oregon town
55|025|62050|Perry|Perry town
55|025|63375|Pleasant Springs|Pleasant Springs town
55|025|65575|Primrose|Primrose town
55|025|68725|Rockdale|Rockdale village
55|025|69850|Roxbury|Roxbury town
55|025|70400|Rutland|Rutland town
55|025|73750|Shorewood Hills|Shorewood Hills village
55|025|75850|Springdale|Springdale town
55|025|75875|Springfield|Springfield town
55|025|77675|Stoughton|Stoughton city
55|025|78600|Sun Prairie|Sun Prairie city
55|025|78625|Sun Prairie|Sun Prairie town
55|025|82525|Vermont|Vermont town
55|025|82600|Verona|Verona city
55|025|82625|Verona|Verona town
55|025|82750|Vienna|Vienna town
55|025|84350|Waunakee|Waunakee village
55|025|86125|Westport|Westport town
55|025|87725|Windsor|Windsor village
55|025|89450|York|York town
55|027|03200|Ashippun|Ashippun town
55|027|05900|Beaver Dam|Beaver Dam city
55|027|05925|Beaver Dam|Beaver Dam town
55|027|10450|Brownsville|Brownsville village
55|027|11275|Burnett|Burnett town
55|027|11850|Calamus|Calamus town
55|027|14300|Chester|Chester town
55|027|15900|Clyman|Clyman village
55|027|15925|Clyman|Clyman town
55|027|16450|Columbus|Columbus city
55|027|23000|Elba|Elba town
55|027|24000|Emmet|Emmet town
55|027|27000|Fox Lake|Fox Lake city
55|027|27025|Fox Lake|Fox Lake town
55|027|33000|Hartford|Hartford city
55|027|34000|Herman|Herman town
55|027|35750|Horicon|Horicon city
55|027|36100|Hubbard|Hubbard town
55|027|36625|Hustisford|Hustisford village
55|027|36650|Hustisford|Hustisford town
55|027|37150|Iron Ridge|Iron Ridge village
55|027|38675|Juneau|Juneau city
55|027|38900|Kekoskee|Kekoskee village
55|027|43050|Lebanon|Lebanon town
55|027|43650|Leroy|Leroy town
55|027|45475|Lomira|Lomira village
55|027|45500|Lomira|Lomira town
55|027|45950|Lowell|Lowell village
55|027|45975|Lowell|Lowell town
55|027|50200|Mayville|Mayville city
55|027|56075|Neosho|Neosho village
55|027|59000|Oak Grove|Oak Grove town
55|027|64375|Portland|Portland town
55|027|66150|Randolph|Randolph village
55|027|66900|Reeseville|Reeseville village
55|027|69962|Rubicon|Rubicon town
55|027|73575|Shields|Shields town
55|027|79375|Theresa|Theresa village
55|027|79425|Theresa|Theresa town
55|027|80525|Trenton|Trenton town
55|027|83975|Watertown|Watertown city
55|027|84425|Waupun|Waupun city
55|027|85650|Westford|Westford town
55|029|04325|Baileys Harbor|Baileys Harbor town
55|029|10700|Brussels|Brussels town
55|029|15025|Clay Banks|Clay Banks town
55|029|22850|Egg Harbor|Egg Harbor village
55|029|22875|Egg Harbor|Egg Harbor town
55|029|24150|Ephraim|Ephraim village
55|029|26625|Forestville|Forestville village
55|029|26650|Forestville|Forestville town
55|029|28300|Gardner|Gardner town
55|029|28950|Gibraltar|Gibraltar town
55|029|37750|Jacksonport|Jacksonport town
55|029|43925|Liberty Grove|Liberty Grove town
55|029|55500|Nasewaupee|Nasewaupee town
55|029|72600|Sevastopol|Sevastopol town
55|029|74225|Sister Bay|Sister Bay village
55|029|77875|Sturgeon Bay|Sturgeon Bay city
55|029|77900|Sturgeon Bay|Sturgeon Bay town
55|029|81525|Union|Union town
55|029|83600|Washington|Washington town
55|031|00000|County subdivisions not defined|County subdivisions not defined
55|031|01825|Amnicon|Amnicon town
55|031|06775|Bennett|Bennett town
55|031|10575|Brule|Brule town
55|031|15825|Cloverland|Cloverland town
55|031|18425|Dairyland|Dairyland town
55|031|29925|Gordon|Gordon town
55|031|33350|Hawthorne|Hawthorne town
55|031|34425|Highland|Highland town
55|031|41725|Lake Nebagamon|Lake Nebagamon village
55|031|41800|Lakeside|Lakeside town
55|031|48725|Maple|Maple town
55|031|59100|Oakland|Oakland town
55|031|59800|Oliver|Oliver village
55|031|61250|Parkland|Parkland town
55|031|63975|Poplar|Poplar village
55|031|74575|Solon Springs|Solon Springs village
55|031|74600|Solon Springs|Solon Springs town
55|031|78275|Summit|Summit town
55|031|78650|Superior|Superior city
55|031|78660|Superior|Superior village
55|031|78675|Superior|Superior town
55|031|83512|Wascott|Wascott town
55|033|09050|Boyceville|Boyceville village
55|033|16275|Colfax|Colfax village
55|033|16300|Colfax|Colfax town
55|033|20675|Downing|Downing village
55|033|21150|Dunn|Dunn town
55|033|22375|Eau Galle|Eau Galle town
55|033|23325|Elk Mound|Elk Mound village
55|033|23350|Elk Mound|Elk Mound town
55|033|30300|Grant|Grant town
55|033|33400|Hay River|Hay River town
55|033|39975|Knapp|Knapp village
55|033|46175|Lucas|Lucas town
55|033|51025|Menomonie|Menomonie city
55|033|51050|Menomonie|Menomonie town
55|033|56775|New Haven|New Haven town
55|033|60725|Otter Creek|Otter Creek town
55|033|62125|Peru|Peru town
55|033|66550|Red Cedar|Red Cedar town
55|033|67800|Ridgeland|Ridgeland village
55|033|68700|Rock Creek|Rock Creek town
55|033|71425|Sand Creek|Sand Creek town
55|033|73300|Sheridan|Sheridan town
55|033|73375|Sherman|Sherman town
55|033|75750|Spring Brook|Spring Brook town
55|033|76650|Stanton|Stanton town
55|033|78975|Tainter|Tainter town
55|033|79775|Tiffany|Tiffany town
55|033|85975|Weston|Weston town
55|033|86575|Wheeler|Wheeler village
55|033|87375|Wilson|Wilson town
55|035|01550|Altoona|Altoona city
55|035|03825|Augusta|Augusta city
55|035|09500|Bridge Creek|Bridge Creek town
55|035|10625|Brunswick|Brunswick town
55|035|15200|Clear Creek|Clear Creek town
55|035|20800|Drammen|Drammen town
55|035|22300|Eau Claire|Eau Claire city
55|035|24825|Fairchild|Fairchild village
55|035|24850|Fairchild|Fairchild town
55|035|25125|Fall Creek|Fall Creek village
55|035|44350|Lincoln|Lincoln town
55|035|46275|Ludington|Ludington town
55|035|60750|Otter Creek|Otter Creek town
55|035|63400|Pleasant Valley|Pleasant Valley town
55|035|72675|Seymour|Seymour town
55|035|81550|Union|Union town
55|035|83612|Washington|Washington town
55|035|87400|Wilson|Wilson town
55|037|03875|Aurora|Aurora town
55|037|16550|Commonwealth|Commonwealth town
55|037|25575|Fence|Fence town
55|037|25675|Fern|Fern town
55|037|26200|Florence|Florence town
55|037|35600|Homestead|Homestead town
55|037|45625|Long Lake|Long Lake town
55|037|79975|Tipler|Tipler town
55|039|01525|Alto|Alto town
55|039|03150|Ashford|Ashford town
55|039|03750|Auburn|Auburn town
55|039|09300|Brandon|Brandon village
55|039|11600|Byron|Byron town
55|039|12075|Calumet|Calumet town
55|039|12325|Campbellsport|Campbellsport village
55|039|22475|Eden|Eden village
55|039|22500|Eden|Eden town
55|039|23150|Eldorado|Eldorado town
55|039|24050|Empire|Empire town
55|039|25075|Fairwater|Fairwater village
55|039|26275|Fond du Lac|Fond du Lac city
55|039|26300|Fond du Lac|Fond du Lac town
55|039|26450|Forest|Forest town
55|039|27975|Friendship|Friendship town
55|039|39300|Kewaskum|Kewaskum village
55|039|42125|Lamartine|Lamartine town
55|039|49650|Marshfield|Marshfield town
55|039|51450|Metomen|Metomen town
55|039|54650|Mount Calvary|Mount Calvary village
55|039|58000|North Fond du Lac|North Fond du Lac village
55|039|58900|Oakfield|Oakfield village
55|039|58925|Oakfield|Oakfield town
55|039|60425|Osceola|Osceola town
55|039|68175|Ripon|Ripon city
55|039|68200|Ripon|Ripon town
55|039|69525|Rosendale|Rosendale village
55|039|69550|Rosendale|Rosendale town
55|039|70500|St. Cloud|St. Cloud village
55|039|76250|Springvale|Springvale town
55|039|79125|Taycheedah|Taycheedah town
55|039|84425|Waupun|Waupun city
55|039|84450|Waupun|Waupun town
55|041|01625|Alvin|Alvin town
55|041|02625|Argonne|Argonne town
55|041|02950|Armstrong Creek|Armstrong Creek town
55|041|07950|Blackwell|Blackwell town
55|041|13125|Caswell|Caswell town
55|041|17425|Crandon|Crandon city
55|041|17450|Crandon|Crandon town
55|041|27600|Freedom|Freedom town
55|041|34650|Hiles|Hiles town
55|041|42500|Laona|Laona town
55|041|44375|Lincoln|Lincoln town
55|041|55575|Nashville|Nashville town
55|041|64050|Popple River|Popple River town
55|041|69625|Ross|Ross town
55|041|83025|Wabeno|Wabeno town
55|043|04250|Bagley|Bagley village
55|043|06100|Beetown|Beetown town
55|043|08375|Bloomington|Bloomington village
55|043|08400|Bloomington|Bloomington town
55|043|08525|Blue River|Blue River village
55|043|08850|Boscobel|Boscobel city
55|043|08875|Boscobel|Boscobel town
55|043|13050|Cassville|Cassville village
55|043|13075|Cassville|Cassville town
55|043|13100|Castle Rock|Castle Rock town
55|043|15500|Clifton|Clifton town
55|043|17950|Cuba City|Cuba City city
55|043|20175|Dickeyville|Dickeyville village
55|043|23400|Ellenboro|Ellenboro town
55|043|25600|Fennimore|Fennimore city
55|043|25625|Fennimore|Fennimore town
55|043|29525|Glen Haven|Glen Haven town
55|043|32825|Harrison|Harrison town
55|043|33500|Hazel Green|Hazel Green village
55|043|33525|Hazel Green|Hazel Green town
55|043|34300|Hickory Grove|Hickory Grove town
55|043|37800|Jamestown|Jamestown town
55|043|42250|Lancaster|Lancaster city
55|043|43825|Liberty|Liberty town
55|043|44050|Lima|Lima town
55|043|45025|Little Grant|Little Grant town
55|043|45325|Livingston|Livingston village
55|043|49350|Marion|Marion town
55|043|52150|Millville|Millville town
55|043|53950|Montfort|Montfort village
55|043|54675|Mount Hope|Mount Hope village
55|043|54700|Mount Hope|Mount Hope town
55|043|54775|Mount Ida|Mount Ida town
55|043|55200|Muscoda|Muscoda village
55|043|55225|Muscoda|Muscoda town
55|043|58125|North Lancaster|North Lancaster town
55|043|61150|Paris|Paris town
55|043|61425|Patch Grove|Patch Grove village
55|043|61450|Patch Grove|Patch Grove town
55|043|63250|Platteville|Platteville city
55|043|63275|Platteville|Platteville town
55|043|64625|Potosi|Potosi village
55|043|64650|Potosi|Potosi town
55|043|74450|Smelser|Smelser town
55|043|75075|South Lancaster|South Lancaster town
55|043|79250|Tennyson|Tennyson village
55|043|83900|Waterloo|Waterloo town
55|043|84075|Watterstown|Watterstown town
55|043|87800|Wingville|Wingville town
55|043|88825|Woodman|Woodman village
55|043|88850|Woodman|Woodman town
55|043|89250|Wyalusing|Wyalusing town
55|045|00325|Adams|Adams town
55|045|00750|Albany|Albany village
55|045|00775|Albany|Albany town
55|045|06300|Belleville|Belleville village
55|045|09925|Brodhead|Brodhead city
55|045|10075|Brooklyn|Brooklyn village
55|045|10100|Brooklyn|Brooklyn town
55|045|10475|Browntown|Browntown village
55|045|11725|Cadiz|Cadiz town
55|045|15000|Clarno|Clarno town
55|045|19075|Decatur|Decatur town
55|045|24725|Exeter|Exeter town
55|045|37875|Jefferson|Jefferson town
55|045|38550|Jordan|Jordan town
55|045|53750|Monroe|Monroe city
55|045|53775|Monroe|Monroe town
55|045|54000|Monticello|Monticello village
55|045|54850|Mount Pleasant|Mount Pleasant town
55|045|56700|New Glarus|New Glarus village
55|045|56725|New Glarus|New Glarus town
55|045|76075|Spring Grove|Spring Grove town
55|045|78875|Sylvester|Sylvester town
55|045|83625|Washington|Washington town
55|045|89475|York|York town
55|047|06925|Berlin|Berlin city
55|047|06950|Berlin|Berlin town
55|047|10125|Brooklyn|Brooklyn town
55|047|31300|Green Lake|Green Lake city
55|047|31350|Green Lake|Green Lake town
55|047|39750|Kingston|Kingston village
55|047|39775|Kingston|Kingston town
55|047|46875|Mackford|Mackford town
55|047|48400|Manchester|Manchester town
55|047|49450|Markesan|Markesan city
55|047|49500|Marquette|Marquette village
55|047|49525|Marquette|Marquette town
55|047|65600|Princeton|Princeton city
55|047|65625|Princeton|Princeton town
55|047|70925|St. Marie|St. Marie town
55|047|72525|Seneca|Seneca town
55|049|02550|Arena|Arena village
55|049|02575|Arena|Arena town
55|049|04025|Avoca|Avoca village
55|049|04775|Barneveld|Barneveld village
55|049|08125|Blanchardville|Blanchardville village
55|049|09600|Brigham|Brigham town
55|049|15875|Clyde|Clyde town
55|049|15975|Cobb|Cobb village
55|049|20350|Dodgeville|Dodgeville city
55|049|20375|Dodgeville|Dodgeville town
55|049|22525|Eden|Eden town
55|049|34450|Highland|Highland village
55|049|34475|Highland|Highland town
55|049|35400|Hollandale|Hollandale village
55|049|44625|Linden|Linden village
55|049|44650|Linden|Linden town
55|049|45325|Livingston|Livingston village
55|049|51725|Mifflin|Mifflin town
55|049|53100|Mineral Point|Mineral Point city
55|049|53125|Mineral Point|Mineral Point town
55|049|53950|Montfort|Montfort village
55|049|54425|Moscow|Moscow town
55|049|55200|Muscoda|Muscoda village
55|049|65700|Pulaski|Pulaski town
55|049|67100|Rewey|Rewey village
55|049|67875|Ridgeway|Ridgeway village
55|049|67900|Ridgeway|Ridgeway town
55|049|83150|Waldwick|Waldwick town
55|049|89350|Wyoming|Wyoming town
55|051|00000|County subdivisions not defined|County subdivisions not defined
55|051|01925|Anderson|Anderson town
55|051|12525|Carey|Carey town
55|051|31875|Gurney|Gurney town
55|051|36525|Hurley|Hurley city
55|051|39625|Kimball|Kimball town
55|051|40075|Knight|Knight town
55|051|51200|Mercer|Mercer town
55|051|54075|Montreal|Montreal city
55|051|59850|Oma|Oma town
55|051|61825|Pence|Pence town
55|051|71875|Saxon|Saxon town
55|051|73400|Sherman|Sherman town
55|053|00350|Adams|Adams town
55|053|00900|Albion|Albion town
55|053|01275|Alma|Alma town
55|053|01300|Alma Center|Alma Center village
55|053|05550|Bear Bluff|Bear Bluff town
55|053|07900|Black River Falls|Black River Falls city
55|053|09900|Brockway|Brockway town
55|053|14800|City Point|City Point town
55|053|15375|Cleveland|Cleveland town
55|053|18075|Curran|Curran town
55|053|27225|Franklin|Franklin town
55|053|28250|Garden Valley|Garden Valley town
55|053|28325|Garfield|Garfield town
55|053|35075|Hixton|Hixton village
55|053|35100|Hixton|Hixton town
55|053|37275|Irving|Irving town
