block_2020,pop_2020,ward_2011,ward_2022
550790601013018,0,Glendale - C 5,Glendale - C 0008
550790601013019,28,Glendale - C 8,Glendale - C 0008
550790601013020,57,Glendale - C 8,Glendale - C 0008
550790601013021,51,Glendale - C 12,Glendale - C 0012
550790601013022,54,Glendale - C 5,Glendale - C 0005
550790601013023,69,Glendale - C 5,Glendale - C 0005
550790601013024,36,Glendale - C 5,Glendale - C 0005
550790601013025,42,Glendale - C 5,Glendale - C 0005
550790601013026,49,Glendale - C 5,Glendale - C 0005
550790601013027,60,Glendale - C 5,Glendale - C 0005
550790601013028,56,Glendale - C 5,Glendale - C 0005
550790601013029,35,Glendale - C 5,Glendale - C 0005
550790601013030,43,Glendale - C 3,Glendale - C 0003
550790601013031,35,Glendale - C 3,Glendale - C 0003
550790601013032,69,Glendale - C 3,Glendale - C 0003
550790601013033,0,Glendale - C 3,Glendale - C 0003
550790601013034,68,Glendale - C 3,Glendale - C 0003
550790601013035,45,Glendale - C 3,Glendale - C 0003
550790601021000,0,Glendale - C 10,Glendale - C 0004
550790601021001,202,Glendale - C 10,Glendale - C 0010
550790601021002,79,Glendale - C 11,Glendale - C 0011
550790601021003,61,Glendale - C 11,Glendale - C 0011
550790601021004,60,Glendale - C 11,Glendale - C 0011
550790601021005,81,Glendale - C 11,Glendale - C 0011
550790601021006,44,Glendale - C 11,Glendale - C 0011
550790601021007,48,Glendale - C 11,Glendale - C 0011
550790601021008,36,Glendale - C 11,Glendale - C 0011
550790601021009,32,Glendale - C 11,Glendale - C 0011
550790601021010,65,Glendale - C 11,Glendale - C 0011
550790601021011,92,Glendale - C 5,Glendale - C 0011
550790601021012,0,Glendale - C 10,Glendale - C 0004
550790601021013,0,Glendale - C 10,Glendale - C 0004
550790601021014,0,Glendale - C 5,Glendale - C 0008
550790601021015,48,Glendale - C 11,Glendale - C 0011
550790601021016,30,Glendale - C 11,Glendale - C 0011
550790601021017,35,Glendale - C 11,Glendale - C 0011
550790601021018,22,Glendale - C 11,Glendale - C 0011
550790601021019,38,Glendale - C 11,Glendale - C 0011
550790601021020,52,Glendale - C 5,Glendale - C 0011
550790601021021,18,Glendale - C 11,Glendale - C 0011
550790601022000,274,Glendale - C 4,Glendale - C 0004
550790601022001,78,Glendale - C 4,Glendale - C 0004
550790601022002,38,Glendale - C 4,Glendale - C 0004
550790601022003,43,Glendale - C 4,Glendale - C 0004
550790601022004,44,Glendale - C 4,Glendale - C 0004
550790601022005,60,Glendale - C 4,Glendale - C 0004
550790601022006,62,Glendale - C 4,Glendale - C 0004
550790601022007,38,Glendale - C 4,Glendale - C 0004
550790601022008,60,Glendale - C 4,Glendale - C 0004
550790601022009,73,Glendale - C 4,Glendale - C 0004
550790601022010,56,Glendale - C 4,Glendale - C 0004
550790601022011,148,Glendale - C 4,Glendale - C 0004
550790601022012,0,Glendale - C 4,Glendale - C 0004
550790601022013,65,Glendale - C 10,Glendale - C 0010
550790601022014,463,Glendale - C 10,Glendale - C 0010
550790601022015,39,Glendale - C 4,Glendale - C 0004
550790601022016,32,Glendale - C 4,Glendale - C 0004
550790601022017,48,Glendale - C 4,Glendale - C 0004
550790601022018,44,Glendale - C 4,Glendale - C 0004
550790601022019,0,Glendale - C 10,Glendale - C 0004
550790601022020,100,Glendale - C 10,Glendale - C 0004
550790601022021,23,Glendale - C 10,Glendale - C 0004
550790601022022,53,Glendale - C 10,Glendale - C 0004
550790601022023,35,Glendale - C 10,Glendale - C 0004
550790601022024,36,Glendale - C 10,Glendale - C 0004
550790601022025,45,Glendale - C 10,Glendale - C 0004
550790601022026,47,Glendale - C 10,Glendale - C 0004
550790601022027,215,Glendale - C 8,Glendale - C 0008
550790601022028,0,Glendale - C 4,Glendale - C 0004
550790602001000,0,Glendale - C 8,Glendale - C 0008
550790602001001,0,Glendale - C 8,Glendale - C 0008
550790602001002,0,Glendale - C 8,Glendale - C 0008
550790602001003,0,Glendale - C 7,Glendale - C 0007
550790602001004,0,Glendale - C 7,Glendale - C 0007
550790602001005,173,Glendale - C 7,Glendale - C 0007
550790602001006,0,Glendale - C 7,Glendale - C 0007
550790602001007,0,Glendale - C 7,Glendale - C 0007
550790602001008,0,Glendale - C 7,Glendale - C 0007
550790602001009,0,Glendale - C 7,Glendale - C 0007
550790602001010,0,Glendale - C 7,Glendale - C 0007
550790602001011,60,Glendale - C 7,Glendale - C 0007
550790602001012,33,Glendale - C 7,Glendale - C 0007
550790602001013,73,Glendale - C 7,Glendale - C 0007
550790602001014,60,Glendale - C 7,Glendale - C 0007
550790602001015,99,Glendale - C 7,Glendale - C 0007
550790602001016,17,Glendale - C 7,Glendale - C 0007
550790602001017,18,Glendale - C 7,Glendale - C 0007
550790602001018,0,Glendale - C 7,Glendale - C 0007
550790602001019,0,Glendale - C 1,Glendale - C 0001
550790602001020,0,Glendale - C 1,Glendale - C 0001
550790602001021,173,Glendale - C 1,Glendale - C 0001
550790602001022,65,Glendale - C 1,Glendale - C 0001
550790602001023,1,Glendale - C 1,Glendale - C 0001
550790602001024,60,Glendale - C 1,Glendale - C 0001
550790602001025,75,Glendale - C 1,Glendale - C 0001
550790602001026,65,Glendale - C 1,Glendale - C 0001
550790602001027,63,Glendale - C 1,Glendale - C 0001
550790602001028,87,Glendale - C 1,Glendale - C 0001
550790602001029,52,Glendale - C 1,Glendale - C 0001
550790602001030,292,Glendale - C 1,Glendale - C 0001
550790602001031,0,Glendale - C 1,Glendale - C 0001
550790602001032,0,Glendale - C 1,Glendale - C 0001
550790602001033,0,Glendale - C 1,Glendale - C 0001
550790602001034,0,Glendale - C 1,Glendale - C 0001
550790602001035,0,Glendale - C 1,Glendale - C 0001
550790602001036,0,Glendale - C 1,Glendale - C 0001
550790602001037,0,Glendale - C 1,Glendale - C 0001
550790602001038,50,Glendale - C 1,Glendale - C 0001
550790602001039,0,Glendale - C 1,Glendale - C 0001
550790602001040,0,Glendale - C 1,Glendale - C 0001
550790602001041,0,Glendale - C 1,Glendale - C 0001
550790602001042,0,Glendale - C 1,Glendale - C 0001
550790602001043,0,Milwaukee - C 119,Milwaukee - C 0115
550790602001044,0,Glendale - C 1,Glendale - C 0001
550790602002000,0,Glendale - C 8,Glendale - C 0008
550790602002001,240,Glendale - C 8,Glendale - C 0008
550790602002002,63,Glendale - C 8,Glendale - C 0008
550790602002003,20,Glendale - C 8,Glendale - C 0008
550790602002004,0,Glendale - C 8,Glendale - C 0008
550790602002005,0,Glendale - C 7,Glendale - C 0002
550790602002006,95,Glendale - C 2,Glendale - C 0002
550790602002007,99,Glendale - C 7,Glendale - C 0008
550790602002008,49,Glendale - C 7,Glendale - C 0008
550790602002009,17,Glendale - C 7,Glendale - C 0007
550790602002010,0,Glendale - C 7,Glendale - C 0008
550790602002011,225,Glendale - C 7,Glendale - C 0007
550790602002012,40,Glendale - C 7,Glendale - C 0008
550790602002013,36,Glendale - C 7,Glendale - C 0008
550790602002014,26,Glendale - C 7,Glendale - C 0007
550790602002015,63,Glendale - C 7,Glendale - C 0007
550790602002016,0,Glendale - C 7,Glendale - C 0007
550790602002017,15,Glendale - C 7,Glendale - C 0007
550790602002018,17,Glendale - C 1,Glendale - C 0001
550790602002019,0,Glendale - C 1,Glendale - C 0001
550790602002020,0,Glendale - C 1,Glendale - C 0001
550790602002021,0,Glendale - C 1,Glendale - C 0001
550790602002022,0,Glendale - C 1,Glendale - C 0001
550790602002023,0,Glendale - C 1,Glendale - C 0001
550790602002024,0,Glendale - C 1,Glendale - C 0001
550790602002025,218,Glendale - C 1,Glendale - C 0001
550790602002026,72,Glendale - C 1,Glendale - C 0001
550790602002027,46,Glendale - C 1,Glendale - C 0001
550790602002028,22,Glendale - C 1,Glendale - C 0001
550790602003000,0,Glendale - C 8 E,Glendale - C 0008
550790602003001,150,Glendale - C 8 E,Glendale - C 0002
550790602003002,155,Glendale - C 2,Glendale - C 0002
550790602003003,9,Glendale - C 2,Glendale - C 0002
550790602003004,124,Glendale - C 2,Glendale - C 0012
550790602003005,7,Glendale - C 2,Glendale - C 0012
550790602003006,0,Glendale - C 2,Glendale - C 0002
550790602003007,93,Glendale - C 2,Glendale - C 0002
550790602003008,70,Glendale - C 2,Glendale - C 0002
550790602003009,72,Glendale - C 2,Glendale - C 0002
550790602003010,73,Glendale - C 2,Glendale - C 0002
550790602003011,67,Glendale - C 2,Glendale - C 0002
550790602003012,94,Glendale - C 2,Glendale - C 0002
550790602003013,12,Glendale - C 2,Glendale - C 0002
550790602003014,41,Glendale - C 2,Glendale - C 0002
550790602003015,42,Glendale - C 2,Glendale - C 0002
550790602003016,53,Glendale - C 2,Glendale - C 0002
550790602003017,60,Glendale - C 2,Glendale - C 0002
550790602003018,32,Glendale - C 2,Glendale - C 0002
550790602003019,109,Glendale - C 2,Glendale - C 0012
550790602004000,231,Glendale - C 12,Glendale - C 0012
550790602004001,38,Glendale - C 6,Glendale - C 0006
550790602004002,0,Glendale - C 12,Glendale - C 0012
550790602004003,42,Glendale - C 12,Glendale - C 0012
550790602004004,0,Glendale - C 12,Glendale - C 0012
550790602004005,35,Glendale - C 12,Glendale - C 0012
550790602004006,78,Glendale - C 12,Glendale - C 0012
550790602004007,189,Glendale - C 12,Glendale - C 0012
550790602004008,23,Glendale - C 6,Glendale - C 0006
550790602004009,53,Glendale - C 12,Glendale - C 0012
550790602004010,32,Glendale - C 12,Glendale - C 0012
550790602004011,75,Glendale - C 12,Glendale - C 0012
550790602004012,50,Glendale - C 12,Glendale - C 0012
550790602004013,94,Glendale - C 6,Glendale - C 0006
550790602004014,31,Glendale - C 12,Glendale - C 0012
550790602004015,20,Glendale - C 12,Glendale - C 0012
550790602004016,36,Glendale - C 12,Glendale - C 0012
550790602004017,125,Glendale - C 6,Glendale - C 0006
550790602004018,27,Glendale - C 6,Glendale - C 0006
550790602004019,0,Glendale - C 6,Glendale - C 0006
550790602004020,131,Glendale - C 6,Glendale - C 0006
550790602004021,0,Glendale - C 6,Glendale - C 0006
550790602004022,70,Glendale - C 6,Glendale - C 0006
550790602004023,30,Glendale - C 12,Glendale - C 0012
550790602004024,57,Glendale - C 6,Glendale - C 0006
550790602004025,21,Glendale - C 6,Glendale - C 0006
550790602004026,68,Glendale - C 6,Glendale - C 0006
550790602004027,96,Glendale - C 6,Glendale - C 0006
550790602004028,60,Glendale - C 6,Glendale - C 0006
550790602004029,52,Glendale - C 6,Glendale - C 0006
550790602004030,10,Glendale - C 6,Glendale - C 0006
550790602004031,0,Glendale - C 6,Glendale - C 0006
550790602004032,54,Glendale - C 6,Glendale - C 0006
550790602004033,19,Glendale - C 6,Glendale - C 0006
550790701001000,143,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001001,66,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001002,71,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001003,77,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001004,76,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001005,67,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001006,93,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001007,62,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001008,79,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001009,44,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701001010,81,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701002000,81,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790701002001,74,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790701002002,93,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790701002003,108,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701002004,83,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701002005,88,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701002006,64,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701002007,83,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701002008,77,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701002009,0,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701003000,57,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790701003001,72,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790701003002,74,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701003003,67,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701003004,87,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701003005,70,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701003006,66,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701003007,67,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701003008,87,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701003009,73,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701003010,73,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701003011,71,Whitefish Bay - V 1,Whitefish Bay - V 0001
550790701003012,29,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790701003013,82,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701003014,58,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701003015,14,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701003016,68,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701003017,72,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701003018,83,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701003019,25,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701003020,0,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701003021,124,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701004000,31,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701004001,87,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701004002,94,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701004003,74,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790701004004,81,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701004005,93,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701004006,110,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701004007,99,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701004008,6,Whitefish Bay - V 3,Whitefish Bay - V 0003
550790701005000,0,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790701005001,122,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790701005002,98,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790701005003,121,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701005004,95,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701005005,129,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701005006,113,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701005007,136,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701005008,90,Whitefish Bay - V 5,Whitefish Bay - V 0005
550790701005009,47,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790701005010,11,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702001000,236,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790702001001,75,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790702001002,255,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790702001003,260,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790702001004,63,Whitefish Bay - V 2,Whitefish Bay - V 0002
550790702001005,90,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702001006,89,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702001007,99,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702001008,98,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702002000,17,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002001,0,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002002,81,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002003,48,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002004,73,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002005,151,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002006,73,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002007,79,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002008,34,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790702002009,59,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002010,32,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002011,34,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002012,37,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002013,49,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002014,35,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790702002015,67,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790702002016,75,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002017,29,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002018,54,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002019,46,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702002020,44,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702003000,0,Whitefish Bay - V 2,NA
550790702003001,0,Whitefish Bay - V 6,NA
550790702003002,58,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702003003,0,Whitefish Bay - V 12,NA
550790702003004,38,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702003005,68,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702003006,49,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702003007,27,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702003008,32,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702003009,54,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702003010,0,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702003011,31,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702003012,110,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702003013,105,Whitefish Bay - V 4,Whitefish Bay - V 0004
550790702003014,181,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702003015,50,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702003016,73,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702003017,37,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702003018,34,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003019,0,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003020,42,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003021,50,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003022,82,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003023,72,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003024,0,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003025,19,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702003026,110,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790702004000,60,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004001,57,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004002,64,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004003,56,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004004,66,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004005,74,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004006,66,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004007,29,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004008,1,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702004009,72,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702004010,67,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702004011,33,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702004012,57,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702004013,75,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702004014,48,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702004015,47,Whitefish Bay - V 12,Whitefish Bay - V 0012
550790702005000,108,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702005001,110,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702005002,38,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790702005003,69,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702005004,58,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702005005,59,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702005006,86,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702005007,69,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702005008,64,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702005009,74,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790702005010,78,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703001000,144,Whitefish Bay - V 6,Whitefish Bay - V 0006
550790703001001,82,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001002,102,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001003,92,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001004,52,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001005,50,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001006,64,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001007,78,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001008,40,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703001009,41,Whitefish Bay - V 8,Whitefish Bay - V 0008
550790703002000,0,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703002001,80,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703002002,62,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703002003,51,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703002004,67,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703002005,139,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703002006,95,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703002007,108,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703002008,35,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703002009,27,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703002010,50,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003000,79,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703003001,62,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003002,96,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003003,65,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003004,48,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003005,55,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003006,79,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003007,75,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003008,74,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703003009,88,Whitefish Bay - V 10,Whitefish Bay - V 0010
550790703003010,87,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003011,131,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003012,118,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003013,103,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003014,29,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003015,0,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003016,0,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003017,0,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003018,38,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703003019,35,Whitefish Bay - V 11,Whitefish Bay - V 0011
550790703004000,78,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004001,91,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004002,87,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004003,97,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004004,71,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004005,74,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004006,86,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004007,72,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004008,62,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703004009,99,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703005000,80,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703005001,68,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703005002,76,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703005003,73,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703005004,101,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703005005,86,Whitefish Bay - V 7,Whitefish Bay - V 0007
550790703005006,374,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703005007,175,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703005008,152,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790703005009,176,Whitefish Bay - V 9,Whitefish Bay - V 0009
550790801001000,21,Shorewood - V 11,Shorewood - V 0011
550790801001001,29,Shorewood - V 12,Shorewood - V 0012
550790801001002,56,Shorewood - V 12,Shorewood - V 0012
550790801001003,75,Shorewood - V 11,Shorewood - V 0011
550790801001004,139,Shorewood - V 11,Shorewood - V 0011
550790801001005,137,Shorewood - V 12,Shorewood - V 0012
550790801001006,76,Shorewood - V 10,Shorewood - V 0010
550790801001007,52,Shorewood - V 9,Shorewood - V 0009
550790801001008,76,Shorewood - V 9,Shorewood - V 0009
550790801001009,86,Shorewood - V 10,Shorewood - V 0010
550790801002000,161,Shorewood - V 10,Shorewood - V 0010
550790801002001,114,Shorewood - V 10,Shorewood - V 0010
550790801002002,122,Shorewood - V 10,Shorewood - V 0010
550790801002003,90,Shorewood - V 10,Shorewood - V 0010
550790801002004,17,Shorewood - V 10,Shorewood - V 0010
550790801002005,57,Shorewood - V 10,Shorewood - V 0010
550790801002006,21,Shorewood - V 9,Shorewood - V 0009
550790801002007,51,Shorewood - V 9,Shorewood - V 0009
550790801002008,81,Shorewood - V 9,Shorewood - V 0009
550790801002009,150,Shorewood - V 10,Shorewood - V 0010
550790801003000,29,Shorewood - V 12,Shorewood - V 0012
550790801003001,27,Shorewood - V 12,Shorewood - V 0012
550790801003002,25,Shorewood - V 12,Shorewood - V 0012
550790801003003,15,Shorewood - V 12,Shorewood - V 0012
550790801003004,54,Shorewood - V 12,Shorewood - V 0012
550790801003005,24,Shorewood - V 12,Shorewood - V 0012
550790801003006,0,Shorewood - V 12,Shorewood - V 0012
550790801003007,0,Shorewood - V 12,Shorewood - V 0012
550790801003008,8,Shorewood - V 10,Shorewood - V 0010
550790801003009,0,Shorewood - V 10,Shorewood - V 0010
550790801003010,103,Shorewood - V 10,Shorewood - V 0010
550790801003011,63,Shorewood - V 10,Shorewood - V 0010
550790801003012,56,Shorewood - V 12,Shorewood - V 0012
550790801003013,67,Shorewood - V 12,Shorewood - V 0012
550790801003014,65,Shorewood - V 12,Shorewood - V 0012
550790801003015,58,Shorewood - V 12,Shorewood - V 0012
550790801003016,191,Shorewood - V 12,Shorewood - V 0012
550790801003017,76,Shorewood - V 12,Shorewood - V 0012
550790801003018,105,Shorewood - V 12,Shorewood - V 0012
550790801003019,65,Shorewood - V 12,Shorewood - V 0012
550790801003020,64,Shorewood - V 12,Shorewood - V 0012
550790801003021,75,Shorewood - V 12,Shorewood - V 0012
550790802001000,16,Shorewood - V 8,Shorewood - V 0008
550790802001001,17,Shorewood - V 8,Shorewood - V 0008
550790802001002,52,Shorewood - V 8,Shorewood - V 0008
550790802001003,62,Shorewood - V 11,Shorewood - V 0011
550790802001004,13,Shorewood - V 11,Shorewood - V 0011
550790802001005,26,Shorewood - V 11,Shorewood - V 0011
